見出し,読み,原型,品詞,品詞細分類,意味情報,大見出し,中見出し,小見出し,見出し番号,文番号
共用,きょうよう,共用,名詞,サ変名詞,代表表記:共用/きょうよう カテゴリ:抽象物 反義:名詞-サ変名詞:専用/せんよう,,,,0,0
の,の,の,助詞,接続助詞,NIL,,,,0,0
書斎,しょさい,書斎,名詞,普通名詞,代表表記:書斎/しょさい カテゴリ:場所-施設,,,,0,0
へ,へ,へ,助詞,格助詞,NIL,,,,0,0
、,、,、,特殊,読点,NIL,,,,0,0
とじ,とじ,とじる,動詞,*,代表表記:綴じる/とじる,,,,0,0
籠る,こもる,籠る,動詞,*,代表表記:籠る/こもる,,,,0,0
の,の,の,名詞,形式名詞,NIL,,,,0,0
が,が,が,助詞,格助詞,NIL,,,,0,0
例,れい,例,名詞,普通名詞,代表表記:例/れい カテゴリ:抽象物 漢字読み:音,,,,0,0
に,に,に,助詞,格助詞,NIL,,,,0,0
なって,なって,なる,動詞,*,代表表記:成る/なる 自他動詞:他:成す/なす;他:する/する,,,,0,0
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,,,0,0
。,。,。,特殊,句点,NIL,,,,0,0
そこ,そこ,そこ,指示詞,名詞形態指示詞,NIL,,,,0,1
で,で,で,助詞,格助詞,NIL,,,,0,1
、,、,、,特殊,読点,NIL,,,,0,1
彼女,かのじょ,彼女,名詞,普通名詞,代表表記:彼女/かのじょ カテゴリ:人,,,,0,1
は,は,は,助詞,副助詞,NIL,,,,0,1
今,いま,今,名詞,時相名詞,代表表記:今/いま カテゴリ:時間 漢字読み:訓,,,,0,1
、,、,、,特殊,読点,NIL,,,,0,1
Ｋ,Ｋ,Ｋ,特殊,記号,NIL,,,,0,1
雑誌,ざっし,雑誌,名詞,普通名詞,代表表記:雑誌/ざっし ドメイン:文化・芸術 カテゴリ:人工物-その他;抽象物,,,,0,1
の,の,の,助詞,格助詞,NIL,,,,0,1
この,この,この,指示詞,連体詞形態指示詞,NIL,,,,0,1
夏,か,夏,名詞,時相名詞,代表表記:夏/か カテゴリ:時間 漢字読み:音,,,,0,1
の,の,の,助詞,接続助詞,NIL,,,,0,1
増大,ぞうだい,増大,名詞,サ変名詞,代表表記:増大/ぞうだい カテゴリ:抽象物 反義:名詞-サ変名詞:減少/げんしょう,,,,0,1
号,ごう,号,名詞,普通名詞,代表表記:号/ごう カテゴリ:抽象物 漢字読み:音,,,,0,1
に,に,に,助詞,格助詞,NIL,,,,0,1
のせる,のせる,のせる,動詞,*,代表表記:乗せる/のせる 反義:動詞:降ろす/おろす 自他動詞:自:乗る/のる,,,,0,1
為,ため,為,名詞,副詞的名詞,代表表記:為/ため,,,,0,1
の,の,の,助詞,接続助詞,NIL,,,,0,1
、,、,、,特殊,読点,NIL,,,,0,1
長い,ながい,長い,形容詞,*,代表表記:長い/ながい 反義:形容詞:短い/みじかい,,,,0,1
創作,そうさく,創作,名詞,サ変名詞,代表表記:創作/そうさく カテゴリ:抽象物,,,,0,1
に,に,に,助詞,格助詞,NIL,,,,0,1
とりかかって,とりかかって,とりかかる,動詞,*,代表表記:取り掛かる/とりかかる,,,,0,1
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,,,0,1
のだった,のだった,のだ,助動詞,*,NIL,,,,0,1
。,。,。,特殊,句点,NIL,,,,0,1
美しい,うつくしい,美しい,形容詞,*,代表表記:美しい/うつくしい 反義:形容詞:醜い/みにくい,,,,0,2
閨秀,閨秀,閨秀,未定義語,その他,未知語:漢字 品詞推定:名詞,,,,0,2
作家,さっか,作家,名詞,普通名詞,代表表記:作家/さっか ドメイン:文化・芸術 カテゴリ:人,,,,0,2
と,と,と,助詞,格助詞,NIL,,,,0,2
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,,,0,2
の,の,の,助詞,接続助詞,NIL,,,,0,2
彼女,かのじょ,彼女,名詞,普通名詞,代表表記:彼女/かのじょ カテゴリ:人,,,,0,2
は,は,は,助詞,副助詞,NIL,,,,0,2
、,、,、,特殊,読点,NIL,,,,0,2
此の,この,此の,連体詞,*,代表表記:此の/この,,,,0,2
頃,ころ,頃,名詞,副詞的名詞,代表表記:頃/ころ,,,,0,2
で,で,で,助詞,格助詞,NIL,,,,0,2
は,は,は,助詞,副助詞,NIL,,,,0,2
、,、,、,特殊,読点,NIL,,,,0,2
外務,がいむ,外務,名詞,普通名詞,代表表記:外務/がいむ ドメイン:政治 カテゴリ:抽象物,,,,0,2
省,しょう,省,名詞,普通名詞,代表表記:省/しょう ドメイン:政治 カテゴリ:組織・団体;場所-その他 漢字読み:音 組織名末尾 換言:+N:Nが少ない,,,,0,2
書記,しょき,書記,名詞,普通名詞,代表表記:書記/しょき ドメイン:ビジネス;メディア カテゴリ:人 人名末尾,,,,0,2
官,かん,官,名詞,普通名詞,代表表記:官/かん ドメイン:政治 カテゴリ:抽象物 漢字読み:音,,,,0,2
である,である,だ,判定詞,*,NIL,,,,0,2
夫,おっと,夫,名詞,普通名詞,代表表記:夫/おっと ドメイン:家庭・暮らし カテゴリ:人 漢字読み:訓,,,,0,2
君,くん,君,接尾辞,名詞性名詞接尾辞,代表表記:君/くん,,,,0,2
の,の,の,助詞,接続助詞,NIL,,,,0,2
影,かげ,影,名詞,普通名詞,代表表記:影/かげ カテゴリ:抽象物 漢字読み:訓,,,,0,2
を,を,を,助詞,格助詞,NIL,,,,0,2
薄く,うすく,薄い,形容詞,*,代表表記:薄い/うすい 反義:形容詞:厚い/あつい;形容詞:濃い/こい,,,,0,2
思わ,おもわ,思う,動詞,*,代表表記:思う/おもう 補文ト,,,,0,2
せる,せる,せる,接尾辞,動詞性接尾辞,代表表記:せる/せる,,,,0,2
程,ほど,程,名詞,副詞的名詞,代表表記:程/ほど,,,,0,2
も,も,も,助詞,副助詞,NIL,,,,0,2
、,、,、,特殊,読点,NIL,,,,0,2
有名に,ゆうめいに,有名だ,形容詞,*,代表表記:有名だ/ゆうめいだ 反義:名詞-普通名詞:無名/むめい,,,,0,2
なって,なって,なる,接尾辞,動詞性接尾辞,代表表記:なる/なる,,,,0,2
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,,,0,2
。,。,。,特殊,句点,NIL,,,,0,2
彼女,かのじょ,彼女,名詞,普通名詞,代表表記:彼女/かのじょ カテゴリ:人,,,,0,3
の,の,の,助詞,接続助詞,NIL,,,,0,3
所,しょ,所,名詞,普通名詞,代表表記:所/しょ カテゴリ:場所-施設 漢字読み:音,,,,0,3
へ,へ,へ,助詞,格助詞,NIL,,,,0,3
は,は,は,助詞,副助詞,NIL,,,,0,3
、,、,、,特殊,読点,NIL,,,,0,3
毎日,まいにち,毎日,名詞,時相名詞,代表表記:毎日/まいにち カテゴリ:時間,,,,0,3
の,の,だ,判定詞,*,NIL,,,,0,3
様に,ように,様だ,助動詞,*,NIL,,,,0,3
未知の,みちの,未知だ,形容詞,*,代表表記:未知だ/みちだ 反義:形容詞:既知だ/きちだ,,,,0,3
崇拝,すうはい,崇拝,名詞,サ変名詞,代表表記:崇拝/すうはい ドメイン:文化・芸術 カテゴリ:抽象物,,,,0,3
者,しゃ,者,接尾辞,名詞性名詞接尾辞,代表表記:者/しゃ カテゴリ:人 内容語,,,,0,3
達,たち,達,接尾辞,名詞性名詞接尾辞,代表表記:達/たち,,,,0,3
から,から,から,助詞,格助詞,NIL,,,,0,3
の,の,の,助詞,接続助詞,NIL,,,,0,3
手紙,てがみ,手紙,名詞,普通名詞,代表表記:手紙/てがみ ドメイン:家庭・暮らし カテゴリ:人工物-その他,,,,0,3
が,が,が,助詞,格助詞,NIL,,,,0,3
、,、,、,特殊,読点,NIL,,,,0,3
幾,いく,幾,名詞,数詞,カテゴリ:数量,,,,0,3
通,つう,通,接尾辞,名詞性名詞助数辞,代表表記:通/つう 準内容語,,,,0,3
と,と,と,助詞,格助詞,NIL,,,,0,3
なく,なく,ない,形容詞,*,代表表記:無い/ない 反義:動詞:有る/ある,,,,0,3
やって,やって,やる,動詞,*,代表表記:やる/やる 付属動詞候補（タ系）,,,,0,3
来た,きた,来る,接尾辞,動詞性接尾辞,代表表記:来る/くる,,,,0,3
。,。,。,特殊,句点,NIL,,,,0,3
今朝,けさ,今朝,名詞,時相名詞,代表表記:今朝/けさ カテゴリ:時間,,,,0,4
とても,とても,とても,副詞,*,代表表記:とても/とても 用言弱修飾,,,,0,4
、,、,、,特殊,読点,NIL,,,,0,4
彼女,かのじょ,彼女,名詞,普通名詞,代表表記:彼女/かのじょ カテゴリ:人,,,,0,4
は,は,は,助詞,副助詞,NIL,,,,0,4
、,、,、,特殊,読点,NIL,,,,0,4
書斎,しょさい,書斎,名詞,普通名詞,代表表記:書斎/しょさい カテゴリ:場所-施設,,,,0,4
の,の,の,助詞,接続助詞,NIL,,,,0,4
机,つくえ,机,名詞,普通名詞,代表表記:机/つくえ ドメイン:教育・学習;ビジネス カテゴリ:人工物-その他 漢字読み:訓,,,,0,4
の,の,の,助詞,接続助詞,NIL,,,,0,4
前,まえ,前,名詞,副詞的名詞,代表表記:前/まえ,,,,0,4
に,に,に,助詞,格助詞,NIL,,,,0,4
坐る,すわる,坐る,動詞,*,代表表記:座る/すわる 反義:動詞:立つ/たつ,,,,0,4
と,と,と,助詞,格助詞,NIL,,,,0,4
、,、,、,特殊,読点,NIL,,,,0,4
仕事,しごと,仕事,名詞,サ変名詞,代表表記:仕事/しごと ドメイン:家庭・暮らし;ビジネス カテゴリ:抽象物,,,,0,4
に,に,に,助詞,格助詞,NIL,,,,0,4
とりかかる,とりかかる,とりかかる,動詞,*,代表表記:取り掛かる/とりかかる,,,,0,4
前,まえ,前,名詞,副詞的名詞,代表表記:前/まえ,,,,0,4
に,に,に,助詞,格助詞,NIL,,,,0,4
、,、,、,特殊,読点,NIL,,,,0,4
先ず,まず,先ず,副詞,*,代表表記:先ず/まず,,,,0,4
、,、,、,特殊,読点,NIL,,,,0,4
それ,それ,それ,指示詞,名詞形態指示詞,NIL,,,,0,4
ら,ら,ら,接尾辞,名詞性名詞接尾辞,代表表記:ら/ら,,,,0,4
の,の,の,助詞,接続助詞,NIL,,,,0,4
未知の,みちの,未知だ,形容詞,*,代表表記:未知だ/みちだ 反義:形容詞:既知だ/きちだ,,,,0,4
人々,ひとびと,人々,名詞,普通名詞,代表表記:人々/ひとびと カテゴリ:人,,,,0,4
から,から,から,助詞,格助詞,NIL,,,,0,4
の,の,の,助詞,接続助詞,NIL,,,,0,4
手紙,てがみ,手紙,名詞,普通名詞,代表表記:手紙/てがみ ドメイン:家庭・暮らし カテゴリ:人工物-その他,,,,0,4
に,に,に,助詞,格助詞,NIL,,,,0,4
、,、,、,特殊,読点,NIL,,,,0,4
目,め,目,名詞,普通名詞,代表表記:目/め カテゴリ:動物-部位 漢字読み:訓,,,,0,4
を,を,を,助詞,格助詞,NIL,,,,0,4
通さ,とおさ,通す,動詞,*,代表表記:通す/とおす 自他動詞:自:通る/とおる,,,,0,4
ねば,ねば,ぬ,助動詞,*,NIL,,,,0,4
なら,なら,なる,動詞,*,代表表記:成る/なる 自他動詞:他:成す/なす;他:する/する,,,,0,4
なかった,なかった,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,,,0,4
。,。,。,特殊,句点,NIL,,,,0,4
それ,それ,それ,指示詞,名詞形態指示詞,NIL,,,,0,5
は,は,は,助詞,副助詞,NIL,,,,0,5
何れ,何れ,何れ,名詞,普通名詞,代表表記:何れ/何れ 自動獲得:テキスト 副詞識別,,,,0,5
も,も,も,助詞,副助詞,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
極,きょく,極,名詞,普通名詞,代表表記:極/きょく カテゴリ:抽象物 漢字読み:音,,,,0,5
り,り,り,接尾辞,名詞性名詞接尾辞,代表表記:り/り 連用形名詞化:る/る,,,,0,5
切った,きった,切る,動詞,*,代表表記:切る/きる 自他動詞:自:切れる/きれる 補文ト 付属動詞候補（基本）,,,,0,5
様に,ように,様だ,助動詞,*,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
つまら,つまら,つまる,動詞,*,代表表記:詰まる/つまる ドメイン:料理・食事 自他動詞:他:詰める/つめる,,,,0,5
ぬ,ぬ,ぬ,助動詞,*,NIL,,,,0,5
文句,もんく,文句,名詞,普通名詞,代表表記:文句/もんく カテゴリ:抽象物,,,,0,5
の,の,の,助詞,接続助詞,NIL,,,,0,5
もの,もの,もの,名詞,形式名詞,NIL,,,,0,5
ばかり,ばかり,ばかり,助詞,副助詞,NIL,,,,0,5
であった,であった,だ,判定詞,*,NIL,,,,0,5
が,が,が,助詞,接続助詞,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
彼女,かのじょ,彼女,名詞,普通名詞,代表表記:彼女/かのじょ カテゴリ:人,,,,0,5
は,は,は,助詞,副助詞,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
女,おんな,女,名詞,普通名詞,代表表記:女/おんな カテゴリ:人 漢字読み:訓,,,,0,5
の,の,の,助詞,格助詞,NIL,,,,0,5
優しい,やさしい,優しい,形容詞,*,代表表記:優しい/やさしい,,,,0,5
心遣い,こころづかい,心遣い,名詞,サ変名詞,代表表記:心遣い/こころづかい カテゴリ:抽象物,,,,0,5
から,から,から,助詞,格助詞,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
どの様な,どのような,どの様な,指示詞,連体詞形態指示詞,代表表記:どのような/どのような,,,,0,5
手紙,てがみ,手紙,名詞,普通名詞,代表表記:手紙/てがみ ドメイン:家庭・暮らし カテゴリ:人工物-その他,,,,0,5
であろう,であろう,だ,判定詞,*,NIL,,,,0,5
と,と,と,助詞,格助詞,NIL,,,,0,5
も,も,も,助詞,副助詞,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
自分,じぶん,自分,名詞,普通名詞,代表表記:自分/じぶん カテゴリ:人 修飾（デ格）,,,,0,5
に,に,に,助詞,格助詞,NIL,,,,0,5
宛,あて,宛,名詞,普通名詞,代表表記:宛て/あてv 連用形名詞化:宛てる/あてる 送り仮名引っ込み,,,,0,5
られた,られた,られる,接尾辞,動詞性接尾辞,代表表記:られる/られる,,,,0,5
もの,もの,もの,名詞,形式名詞,NIL,,,,0,5
は,は,は,助詞,副助詞,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
兎,うさぎ,兎,名詞,普通名詞,代表表記:兎/うさぎ カテゴリ:動物,,,,0,5
も,も,も,助詞,副助詞,NIL,,,,0,5
角,かど,角,名詞,普通名詞,代表表記:角/かど カテゴリ:場所-機能 漢字読み:訓,,,,0,5
も,も,も,助詞,副助詞,NIL,,,,0,5
、,、,、,特殊,読点,NIL,,,,0,5
一,いち,一,名詞,数詞,カテゴリ:数量,,,,0,5
通り,とおり,通り,接尾辞,名詞性名詞助数辞,代表表記:通り/とおり 準内容語,,,,0,5
は,は,は,助詞,副助詞,NIL,,,,0,5
読んで,よんで,読む,動詞,*,代表表記:読む/よむ,,,,0,5
見る,みる,見る,動詞,*,代表表記:見る/みる 自他動詞:自:見える/みえる 補文ト,,,,0,5
こと,こと,こと,名詞,形式名詞,NIL,,,,0,5
に,に,に,助詞,格助詞,NIL,,,,0,5
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,,,0,5
いた,いた,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,,,0,5
。,。,。,特殊,句点,NIL,,,,0,5
簡単な,かんたんな,簡単だ,形容詞,*,代表表記:簡単だ/かんたんだ 反義:形容詞:複雑だ/ふくざつだ,,,,0,6
もの,もの,もの,名詞,形式名詞,NIL,,,,0,6
から,から,から,助詞,格助詞,NIL,,,,0,6
先,さき,先,名詞,普通名詞,代表表記:先/さき カテゴリ:場所-機能;時間 漢字読み:訓,,,,0,6
に,に,に,助詞,格助詞,NIL,,,,0,6
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,,,0,6
、,、,、,特殊,読点,NIL,,,,0,6
二,に,二,名詞,数詞,カテゴリ:数量,,,,0,6
通,つう,通,接尾辞,名詞性名詞助数辞,代表表記:通/つう 準内容語,,,,0,6
の,の,の,助詞,接続助詞,NIL,,,,0,6
封書,ふうしょ,封書,名詞,普通名詞,代表表記:封書/ふうしょ ドメイン:家庭・暮らし カテゴリ:人工物-その他,,,,0,6
と,と,と,助詞,格助詞,NIL,,,,0,6
、,、,、,特殊,読点,NIL,,,,0,6
一葉,かずは,一葉,名詞,人名,自動獲得:Wikipedia Wikipedia人名 Wikipedia多義,,,,0,6
の,の,の,助詞,接続助詞,NIL,,,,0,6
はがき,はがき,はがき,名詞,普通名詞,代表表記:葉書き/はがき ドメイン:家庭・暮らし カテゴリ:人工物-その他,,,,0,6
と,と,と,助詞,格助詞,NIL,,,,0,6
を,を,を,助詞,格助詞,NIL,,,,0,6
見て,みて,見る,動詞,*,代表表記:見る/みる 自他動詞:自:見える/みえる 補文ト,,,,0,6
了,さとる,了,名詞,人名,人名:日本:名:1117:0.00015,,,,0,6
うと,うと,うつ,動詞,*,代表表記:打つ/うつ ドメイン:スポーツ,,,,0,6
、,、,、,特殊,読点,NIL,,,,0,6
あと,あと,あと,名詞,時相名詞,代表表記:後/あと カテゴリ:場所-機能;時間 漢字読み:訓 〜を〜に構成語 弱時相名詞 修飾（デ格） 数量修飾,,,,0,6
に,に,に,助詞,格助詞,NIL,,,,0,6
は,は,は,助詞,副助詞,NIL,,,,0,6
かさ,かさ,かさ,名詞,普通名詞,代表表記:傘/かさ ドメイン:家庭・暮らし カテゴリ:人工物-その他 漢字読み:訓,,,,0,6
高い,たかい,高い,形容詞,*,代表表記:高い/たかい 反義:形容詞:安い/やすい;形容詞:低い/ひくい,,,,0,6
原稿,げんこう,原稿,名詞,普通名詞,代表表記:原稿/げんこう カテゴリ:抽象物,,,,0,6
らしい,らしい,らしい,助動詞,*,NIL,,,,0,6
一,いち,一,名詞,数詞,カテゴリ:数量,,,,0,6
通,つう,通,接尾辞,名詞性名詞助数辞,代表表記:通/つう 準内容語,,,,0,6
が,が,が,助詞,格助詞,NIL,,,,0,6
残った,のこった,残る,動詞,*,代表表記:残る/のこる 自他動詞:他:残す/のこす,,,,0,6
。,。,。,特殊,句点,NIL,,,,0,6
別段,べつだん,別段,副詞,*,代表表記:別段/べつだん,,,,0,7
通知,つうち,通知,名詞,サ変名詞,代表表記:通知/つうち カテゴリ:抽象物 補文ト,,,,0,7
の,の,の,助詞,接続助詞,NIL,,,,0,7
手紙,てがみ,手紙,名詞,普通名詞,代表表記:手紙/てがみ ドメイン:家庭・暮らし カテゴリ:人工物-その他,,,,0,7
は,は,は,助詞,副助詞,NIL,,,,0,7
貰って,もらって,貰う,動詞,*,代表表記:貰う/もらう 付属動詞候補（タ系）,,,,0,7
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,,,0,7
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,,,0,7
けれど,けれど,けれど,助詞,接続助詞,NIL,,,,0,7
、,、,、,特殊,読点,NIL,,,,0,7
そうして,そうして,そうして,指示詞,副詞形態指示詞,NIL,,,,0,7
、,、,、,特殊,読点,NIL,,,,0,7
突然,とつぜん,突然,副詞,*,代表表記:突然/とつぜん,,,,0,7
原稿,げんこう,原稿,名詞,普通名詞,代表表記:原稿/げんこう カテゴリ:抽象物,,,,0,7
を,を,を,助詞,格助詞,NIL,,,,0,7
送って,おくって,送る,動詞,*,代表表記:送る/おくる 反義:動詞:迎える/むかえる,,,,0,7
来る,くる,来る,接尾辞,動詞性接尾辞,代表表記:来る/くる,,,,0,7
例,れい,例,名詞,普通名詞,代表表記:例/れい カテゴリ:抽象物 漢字読み:音,,,,0,7
は,は,は,助詞,副助詞,NIL,,,,0,7
、,、,、,特殊,読点,NIL,,,,0,7
これ,これ,これ,指示詞,名詞形態指示詞,NIL,,,,0,7
まで,まで,まで,助詞,格助詞,NIL,,,,0,7
に,に,に,助詞,格助詞,NIL,,,,0,7
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,,,0,7
も,も,も,助詞,副助詞,NIL,,,,0,7
、,、,、,特殊,読点,NIL,,,,0,7
よく,よく,よい,形容詞,*,代表表記:良い/よい 反義:形容詞:悪い/わるい,,,,0,7
ある,ある,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,,,,0,7
こと,こと,こと,名詞,形式名詞,NIL,,,,0,7
だった,だった,だ,判定詞,*,NIL,,,,0,7
。,。,。,特殊,句点,NIL,,,,0,7
それ,それ,それ,指示詞,名詞形態指示詞,NIL,,,,0,8
は,は,は,助詞,副助詞,NIL,,,,0,8
、,、,、,特殊,読点,NIL,,,,0,8
多く,おおく,多く,名詞,普通名詞,代表表記:多く/おおく カテゴリ:抽象物 形容詞派生:多い/おおい,,,,0,8
の,の,の,助詞,接続助詞,NIL,,,,0,8
場合,ばあい,場合,名詞,副詞的名詞,代表表記:場合/ばあい,,,,0,8
、,、,、,特殊,読点,NIL,,,,0,8
長々,ながなが,長々,副詞,*,代表表記:長々/ながなが,,,,0,8
しく,しく,しく,動詞,*,代表表記:敷く/しく 付属動詞候補（基本）,,,,0,8
退屈,たいくつ,退屈,名詞,サ変名詞,代表表記:退屈/たいくつ カテゴリ:抽象物 形容詞派生:退屈だ/たいくつだ,,,,0,8
極,きょく,極,名詞,普通名詞,代表表記:極/きょく カテゴリ:抽象物 漢字読み:音,,,,0,8
る,る,る,接尾辞,動詞性接尾辞,代表表記:る/る,,,,0,8
代物,しろもの,代物,名詞,普通名詞,代表表記:代物/しろもの カテゴリ:人;人工物-その他,,,,0,8
であった,であった,だ,判定詞,*,NIL,,,,0,8
けれど,けれど,けれど,助詞,接続助詞,NIL,,,,0,8
、,、,、,特殊,読点,NIL,,,,0,8
彼女,かのじょ,彼女,名詞,普通名詞,代表表記:彼女/かのじょ カテゴリ:人,,,,0,8
は,は,は,助詞,副助詞,NIL,,,,0,8
兎,うさぎ,兎,名詞,普通名詞,代表表記:兎/うさぎ カテゴリ:動物,,,,0,8
も,も,も,助詞,副助詞,NIL,,,,0,8
角,かど,角,名詞,普通名詞,代表表記:角/かど カテゴリ:場所-機能 漢字読み:訓,,,,0,8
も,も,も,助詞,副助詞,NIL,,,,0,8
、,、,、,特殊,読点,NIL,,,,0,8
表題,ひょうだい,表題,名詞,普通名詞,代表表記:表題/ひょうだい カテゴリ:抽象物,,,,0,8
丈,たけ,丈,名詞,普通名詞,代表表記:丈/たけ カテゴリ:数量 漢字読み:訓,,,,0,8
でも,でも,でも,助詞,副助詞,NIL,,,,0,8
見て,みて,見る,動詞,*,代表表記:見る/みる 自他動詞:自:見える/みえる 補文ト,,,,0,8
置こう,おこう,置く,動詞,*,代表表記:置く/おく,,,,0,8
と,と,と,助詞,格助詞,NIL,,,,0,8
、,、,、,特殊,読点,NIL,,,,0,8
封,ふう,封,名詞,普通名詞,代表表記:封/ふう カテゴリ:抽象物,,,,0,8
を,を,を,助詞,格助詞,NIL,,,,0,8
切って,きって,切る,動詞,*,代表表記:切る/きる 自他動詞:自:切れる/きれる 補文ト 付属動詞候補（基本）,,,,0,8
、,、,、,特殊,読点,NIL,,,,0,8
中,なか,中,名詞,普通名詞,代表表記:中/なか カテゴリ:場所-機能 漢字読み:訓,,,,0,8
の,の,の,助詞,接続助詞,NIL,,,,0,8
紙,かみ,紙,名詞,普通名詞,代表表記:紙/かみ カテゴリ:人工物-その他 漢字読み:訓,,,,0,8
束,たば,束,名詞,普通名詞,代表表記:束/たば カテゴリ:人工物-その他 漢字読み:訓,,,,0,8
を,を,を,助詞,格助詞,NIL,,,,0,8
取出して,とりだして,取出す,動詞,*,代表表記:取り出す/とりだす,,,,0,8
見た,みた,見る,動詞,*,代表表記:見る/みる 自他動詞:自:見える/みえる 補文ト,,,,0,8
。,。,。,特殊,句点,NIL,,,,0,8
それ,それ,それ,指示詞,名詞形態指示詞,NIL,,,,0,9
は,は,は,助詞,副助詞,NIL,,,,0,9
、,、,、,特殊,読点,NIL,,,,0,9
思った,おもった,思う,動詞,*,代表表記:思う/おもう 補文ト,,,,0,9
通り,とおり,通り,名詞,副詞的名詞,代表表記:通り/とおり,,,,0,9
、,、,、,特殊,読点,NIL,,,,0,9
原稿,げんこう,原稿,名詞,普通名詞,代表表記:原稿/げんこう カテゴリ:抽象物,,,,0,9
用紙,ようし,用紙,名詞,普通名詞,代表表記:用紙/ようし カテゴリ:人工物-その他,,,,0,9
を,を,を,助詞,格助詞,NIL,,,,0,9
綴じた,とじた,綴じる,動詞,*,代表表記:綴じる/とじる,,,,0,9
