見出し,読み,原型,品詞,品詞細分類,意味情報,大見出し,中見出し,小見出し,見出し番号,文番号
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,あやしい人造人間,,0,1
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,1
よく,よく,よい,形容詞,*,代表表記:良い/よい 反義:形容詞:悪い/わるい,,あやしい人造人間,,0,1
知ら,しら,知る,動詞,*,代表表記:知る/しる 自他動詞:自:知れる/しれる 補文ト,,あやしい人造人間,,0,1
れて,れて,れる,接尾辞,動詞性接尾辞,代表表記:れる/れる,,あやしい人造人間,,0,1
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,あやしい人造人間,,0,1
小林,こばやし,小林,名詞,人名,人名:日本:姓:10:0.00576,,あやしい人造人間,,0,1
芳雄,よしお,芳雄,名詞,人名,人名:日本:名:867:0.00019,,あやしい人造人間,,0,1
君,くん,君,接尾辞,名詞性名詞接尾辞,代表表記:君/くん,,あやしい人造人間,,0,1
でした,でした,だ,判定詞,*,NIL,,あやしい人造人間,,0,1
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,1
もう,もう,もう,副詞,*,代表表記:もう/もう 数量修飾,,あやしい人造人間,,0,2
ひと,ひと,ひと,名詞,数詞,カテゴリ:数量 連語由来,,あやしい人造人間,,0,2
り,り,り,接尾辞,名詞性名詞助数辞,代表表記:り/り カテゴリ:人 準内容語 連語由来,,あやしい人造人間,,0,2
の,の,の,助詞,接続助詞,NIL,,あやしい人造人間,,0,2
少年,しょうねん,少年,名詞,普通名詞,代表表記:少年/しょうねん カテゴリ:人,,あやしい人造人間,,0,2
は,は,は,助詞,副助詞,NIL,,あやしい人造人間,,0,2
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,2
少年,しょうねん,少年,名詞,普通名詞,代表表記:少年/しょうねん カテゴリ:人,,あやしい人造人間,,0,2
探偵,たんてい,探偵,名詞,サ変名詞,代表表記:探偵/たんてい カテゴリ:人,,あやしい人造人間,,0,2
団,だん,団,名詞,普通名詞,代表表記:団/だん カテゴリ:組織・団体 漢字読み:音,,あやしい人造人間,,0,2
の,の,の,助詞,接続助詞,NIL,,あやしい人造人間,,0,2
団員,だんいん,団員,名詞,普通名詞,代表表記:団員/だんいん カテゴリ:人,,あやしい人造人間,,0,2
で,で,だ,判定詞,*,NIL,,あやしい人造人間,,0,2
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,2
小学校,しょうがっこう,小学校,名詞,普通名詞,代表表記:小学校/しょうがっこう ドメイン:教育・学習 カテゴリ:場所-施設 組織名末尾,,あやしい人造人間,,0,2
六,ろく,六,名詞,数詞,カテゴリ:数量,,あやしい人造人間,,0,2
年生,ねんせい,年生,接尾辞,名詞性名詞助数辞,代表表記:年生/ねんせい カテゴリ:人 準内容語,,あやしい人造人間,,0,2
の,の,の,助詞,接続助詞,NIL,,あやしい人造人間,,0,2
野呂,のろ,野呂,名詞,人名,人名:日本:姓:1232:0.00015,,あやしい人造人間,,0,2
一平,いっぺい,一平,名詞,人名,人名:日本:名:854:0.00020,,あやしい人造人間,,0,2
君,くん,君,接尾辞,名詞性名詞接尾辞,代表表記:君/くん,,あやしい人造人間,,0,2
と,と,と,助詞,格助詞,NIL,,あやしい人造人間,,0,2
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,あやしい人造人間,,0,2
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,2
おどけもの,おどけもの,おどけもの,名詞,普通名詞,代表表記:戯け者/おどけもの カテゴリ:人,,あやしい人造人間,,0,2
の,の,の,助詞,格助詞,NIL,,あやしい人造人間,,0,2
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,2
おもしろい,おもしろい,おもしろい,形容詞,*,代表表記:面白い/おもしろい 反義:形容詞:つまらない/つまらない,,あやしい人造人間,,0,2
少年,しょうねん,少年,名詞,普通名詞,代表表記:少年/しょうねん カテゴリ:人,,あやしい人造人間,,0,2
です,です,だ,判定詞,*,NIL,,あやしい人造人間,,0,2
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,2
「,「,「,特殊,括弧始,NIL,,あやしい人造人間,,0,3
なに,なに,なに,名詞,普通名詞,代表表記:何/なに カテゴリ:抽象物 漢字読み:訓,,あやしい人造人間,,0,3
か,か,か,助詞,接続助詞,NIL,,あやしい人造人間,,0,3
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,3
すばらしい,すばらしい,すばらしい,形容詞,*,代表表記:素晴らしい/すばらしい,,あやしい人造人間,,0,3
事件,じけん,事件,名詞,普通名詞,代表表記:事件/じけん ドメイン:政治 カテゴリ:抽象物,,あやしい人造人間,,0,3
が,が,が,助詞,格助詞,NIL,,あやしい人造人間,,0,3
おこら,おこら,おこる,動詞,*,代表表記:怒る/おこる,,あやしい人造人間,,0,3
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,あやしい人造人間,,0,3
か,か,か,助詞,接続助詞,NIL,,あやしい人造人間,,0,3
なあ,なあ,なあ,助詞,終助詞,NIL,,あやしい人造人間,,0,3
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,3
怪人,かいじん,怪人,名詞,普通名詞,代表表記:怪人/かいじん カテゴリ:人,,あやしい人造人間,,0,4
二,に,二,名詞,数詞,カテゴリ:数量,,あやしい人造人間,,0,4
十面相,十面相,十面相,名詞,普通名詞,自動獲得:Wikipedia Wikipediaページ内一覧:Ｍｅｇｐｏｉｄ 読み不明,,あやしい人造人間,,0,4
も,も,も,助詞,副助詞,NIL,,あやしい人造人間,,0,4
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,4
ひさしく,ひさしく,ひさしい,形容詞,*,代表表記:久しい/ひさしい,,あやしい人造人間,,0,4
あらわれ,あらわれ,あらわれる,動詞,*,代表表記:現れる/あらわれる 反義:動詞:隠れる/かくれる 自他動詞:他:現す/あらわす,,あやしい人造人間,,0,4
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,,あやしい人造人間,,0,4
し,し,し,助詞,接続助詞,NIL,,あやしい人造人間,,0,4
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,4
ぼく,ぼく,ぼく,名詞,普通名詞,代表表記:僕/ぼく カテゴリ:人 漢字読み:音,,あやしい人造人間,,0,4
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,4
この,この,この,指示詞,連体詞形態指示詞,NIL,,あやしい人造人間,,0,4
うで,うで,うで,名詞,普通名詞,代表表記:腕/うで カテゴリ:動物-部位 漢字読み:訓,,あやしい人造人間,,0,4
が,が,が,助詞,格助詞,NIL,,あやしい人造人間,,0,4
鳴って,なって,鳴る,動詞,*,代表表記:鳴る/なる 自他動詞:他:鳴らす/ならす,,あやしい人造人間,,0,4
しかたがない,しかたがない,しかたがない,形容詞,*,代表表記:仕方が無い/しかたがない,,あやしい人造人間,,0,4
よ,よ,よ,助詞,終助詞,NIL,,あやしい人造人間,,0,4
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,4
」,」,」,特殊,括弧終,NIL,,あやしい人造人間,,0,5
ノロ,のろ,ノロ,名詞,普通名詞,代表表記:ノロ/のろ 自動獲得:テキスト 副詞識別,,あやしい人造人間,,0,5
ちゃん,ちゃん,ちゃん,接尾辞,名詞性名詞接尾辞,代表表記:ちゃん/ちゃん,,あやしい人造人間,,0,5
は,は,は,助詞,副助詞,NIL,,あやしい人造人間,,0,5
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,5
うで,うで,うで,名詞,普通名詞,代表表記:腕/うで カテゴリ:動物-部位 漢字読み:訓,,あやしい人造人間,,0,5
を,を,を,助詞,格助詞,NIL,,あやしい人造人間,,0,5
さすり,さすり,さする,動詞,*,代表表記:さする/さする,,あやしい人造人間,,0,5
ながら,ながら,ながら,助詞,接続助詞,NIL,,あやしい人造人間,,0,5
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,5
いい,いい,いう,動詞,*,代表表記:言う/いう 補文ト,,あやしい人造人間,,0,5
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,あやしい人造人間,,0,5
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,5
ノロ,のろ,ノロ,名詞,普通名詞,代表表記:ノロ/のろ 自動獲得:テキスト 副詞識別,,あやしい人造人間,,0,6
ちゃん,ちゃん,ちゃん,接尾辞,名詞性名詞接尾辞,代表表記:ちゃん/ちゃん,,あやしい人造人間,,0,6
と,と,と,助詞,格助詞,NIL,,あやしい人造人間,,0,6
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,あやしい人造人間,,0,6
の,の,の,名詞,形式名詞,NIL,,あやしい人造人間,,0,6
は,は,は,助詞,副助詞,NIL,,あやしい人造人間,,0,6
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,6
野呂,のろ,野呂,名詞,人名,人名:日本:姓:1232:0.00015,,あやしい人造人間,,0,6
一平,いっぺい,一平,名詞,人名,人名:日本:名:854:0.00020,,あやしい人造人間,,0,6
君,くん,君,接尾辞,名詞性名詞接尾辞,代表表記:君/くん,,あやしい人造人間,,0,6
の,の,の,助詞,接続助詞,NIL,,あやしい人造人間,,0,6
愛称,あいしょう,愛称,名詞,普通名詞,代表表記:愛称/あいしょう カテゴリ:抽象物,,あやしい人造人間,,0,6
な,な,だ,判定詞,*,NIL,,あやしい人造人間,,0,6
のです,のです,のだ,助動詞,*,NIL,,あやしい人造人間,,0,6
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,6
「,「,「,特殊,括弧始,NIL,,あやしい人造人間,,0,7
バカだ,ばかだ,バカだ,形容詞,*,代表表記:馬鹿だ/ばかだ 同義:形容詞:馬鹿らしい/ばからしい 動詞派生:馬鹿げる/ばかげる,,あやしい人造人間,,0,7
なあ,なあ,なあ,助詞,終助詞,NIL,,あやしい人造人間,,0,7
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,7
世間,せけん,世間,名詞,普通名詞,代表表記:世間/せけん カテゴリ:抽象物,,あやしい人造人間,,0,8
の,の,の,助詞,接続助詞,NIL,,あやしい人造人間,,0,8
人,じん,人,名詞,普通名詞,代表表記:人/じん カテゴリ:人 漢字読み:音,,あやしい人造人間,,0,8
が,が,が,助詞,格助詞,NIL,,あやしい人造人間,,0,8
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,8
こわ,こわ,こわい,形容詞,*,代表表記:怖い/こわい,,あやしい人造人間,,0,8
がって,がって,がる,接尾辞,動詞性接尾辞,代表表記:がる/がる,,あやしい人造人間,,0,8
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,8
さわぐ,さわぐ,さわぐ,動詞,*,代表表記:騒ぐ/さわぐ 補文ト 形容詞派生:騒がしい/さわがしい,,あやしい人造人間,,0,8
の,の,の,名詞,形式名詞,NIL,,あやしい人造人間,,0,8
が,が,が,助詞,格助詞,NIL,,あやしい人造人間,,0,8
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,8
きみ,きみ,きみ,名詞,普通名詞,代表表記:君/きみ カテゴリ:人 漢字読み:訓,,あやしい人造人間,,0,8
は,は,は,助詞,副助詞,NIL,,あやしい人造人間,,0,8
すきな,すきな,すきだ,形容詞,*,代表表記:好きだ/すきだ 反義:形容詞:嫌いだ/きらいだ 動詞派生:好く/すく,,あやしい人造人間,,0,8
の,の,のだ,助動詞,*,NIL,,あやしい人造人間,,0,8
かい,かい,かい,助詞,終助詞,NIL,,あやしい人造人間,,0,8
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,8
」,」,」,特殊,括弧終,NIL,,あやしい人造人間,,0,9
小林,こばやし,小林,名詞,人名,人名:日本:姓:10:0.00576,,あやしい人造人間,,0,9
団長,だんちょう,団長,名詞,普通名詞,代表表記:団長/だんちょう カテゴリ:人 人名末尾,,あやしい人造人間,,0,9
に,に,に,助詞,格助詞,NIL,,あやしい人造人間,,0,9
たしなめ,たしなめ,たしなめる,動詞,*,代表表記:嗜める/たしなめる 可能動詞:嗜む/たしなむ,,あやしい人造人間,,0,9
られて,られて,られる,接尾辞,動詞性接尾辞,代表表記:られる/られる,,あやしい人造人間,,0,9
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,9
ノロ,のろ,ノロ,名詞,普通名詞,代表表記:ノロ/のろ 自動獲得:テキスト 副詞識別,,あやしい人造人間,,0,9
ちゃん,ちゃん,ちゃん,接尾辞,名詞性名詞接尾辞,代表表記:ちゃん/ちゃん,,あやしい人造人間,,0,9
は,は,は,助詞,副助詞,NIL,,あやしい人造人間,,0,9
ペロッと,ペロッと,ペロッと,副詞,*,代表表記:ペロっと/ぺろっと スル接続可能 自動認識,,あやしい人造人間,,0,9
舌,した,舌,名詞,普通名詞,代表表記:舌/した カテゴリ:動物-部位 漢字読み:訓,,あやしい人造人間,,0,9
を,を,を,助詞,格助詞,NIL,,あやしい人造人間,,0,9
出して,だして,出す,動詞,*,代表表記:出す/だす 反義:動詞:隠す/かくす;動詞:入れる/いれる 自他動詞:自:出る/でる 補文ト 付属動詞候補（基本）,,あやしい人造人間,,0,9
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,9
頭,あたま,頭,名詞,普通名詞,代表表記:頭/あたま カテゴリ:動物-部位 漢字読み:訓,,あやしい人造人間,,0,9
を,を,を,助詞,格助詞,NIL,,あやしい人造人間,,0,9
かき,かき,かく,動詞,*,代表表記:掻く/かく,,あやしい人造人間,,0,9
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,あやしい人造人間,,0,9
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,9
すると,すると,すると,接続詞,*,代表表記:すると/すると,,あやしい人造人間,,0,10
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,10
その,その,その,指示詞,連体詞形態指示詞,NIL,,あやしい人造人間,,0,10
とき,とき,とき,名詞,副詞的名詞,代表表記:時/とき,,あやしい人造人間,,0,10
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,10
むこうの,むこうの,むこうだ,形容詞,*,代表表記:無効だ/むこうだ 反義:形容詞:有効だ/ゆうこうだ,,あやしい人造人間,,0,10
町,まち,町,名詞,普通名詞,代表表記:町/まち ドメイン:政治 カテゴリ:組織・団体;場所-その他 漢字読み:訓 住所末尾,,あやしい人造人間,,0,10
かど,かど,かど,名詞,普通名詞,代表表記:角/かど カテゴリ:場所-機能 漢字読み:訓,,あやしい人造人間,,0,10
から,から,から,助詞,格助詞,NIL,,あやしい人造人間,,0,10
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,10
ヒョイ,ヒョイ,ヒョイ,名詞,普通名詞,自動獲得:Wikipedia Wikipediaページ内一覧:イ・サン,,あやしい人造人間,,0,10
と,と,と,助詞,格助詞,NIL,,あやしい人造人間,,0,10
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,10
ふしぎな,ふしぎな,ふしぎだ,形容詞,*,代表表記:不思議だ/ふしぎだ,,あやしい人造人間,,0,10
もの,もの,もの,名詞,形式名詞,NIL,,あやしい人造人間,,0,10
が,が,が,助詞,格助詞,NIL,,あやしい人造人間,,0,10
あらわれ,あらわれ,あらわれる,動詞,*,代表表記:現れる/あらわれる 反義:動詞:隠れる/かくれる 自他動詞:他:現す/あらわす,,あやしい人造人間,,0,10
ました,ました,ます,接尾辞,動詞性接尾辞,代表表記:ます/ます,,あやしい人造人間,,0,10
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,10
ロボット,ろぼっと,ロボット,名詞,普通名詞,代表表記:ロボット/ろぼっと ドメイン:科学・技術 カテゴリ:人工物-その他,,あやしい人造人間,,0,11
です,です,だ,判定詞,*,NIL,,あやしい人造人間,,0,11
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,11
鉄,てつ,鉄,名詞,普通名詞,代表表記:鉄/てつ カテゴリ:自然物 漢字読み:音,,あやしい人造人間,,0,12
で,で,で,助詞,格助詞,NIL,,あやしい人造人間,,0,12
できた,できた,できる,動詞,*,代表表記:出来る/できる,,あやしい人造人間,,0,12
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,12
ぶきみな,ぶきみな,ぶきみだ,形容詞,*,代表表記:不気味だ/ぶきみだ,,あやしい人造人間,,0,12
かたち,かたち,かたち,名詞,普通名詞,代表表記:形/かたち カテゴリ:形・模様 漢字読み:訓,,あやしい人造人間,,0,12
の,の,の,助詞,接続助詞,NIL,,あやしい人造人間,,0,12
人造,じんぞう,人造,名詞,普通名詞,代表表記:人造/じんぞう カテゴリ:抽象物,,あやしい人造人間,,0,12
人間,にんげん,人間,名詞,普通名詞,代表表記:人間/にんげん カテゴリ:人,,あやしい人造人間,,0,12
です,です,だ,判定詞,*,NIL,,あやしい人造人間,,0,12
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,12
そいつ,そいつ,そいつ,名詞,普通名詞,自動獲得:テキスト 意味分類:人:1.000,,あやしい人造人間,,0,13
が,が,が,助詞,格助詞,NIL,,あやしい人造人間,,0,13
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,13
かくばった,かくばった,かくばる,動詞,*,代表表記:角張る/かくばる,,あやしい人造人間,,0,13
頭,あたま,頭,名詞,普通名詞,代表表記:頭/あたま カテゴリ:動物-部位 漢字読み:訓,,あやしい人造人間,,0,13
を,を,を,助詞,格助詞,NIL,,あやしい人造人間,,0,13
ふり,ふり,ふる,動詞,*,代表表記:振る/ふる,,あやしい人造人間,,0,13
ながら,ながら,ながら,助詞,接続助詞,NIL,,あやしい人造人間,,0,13
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,13
かくばった,かくばった,かくばる,動詞,*,代表表記:角張る/かくばる,,あやしい人造人間,,0,13
足,あし,足,名詞,普通名詞,代表表記:足/あし カテゴリ:動物-部位 漢字読み:訓,,あやしい人造人間,,0,13
で,で,で,助詞,格助詞,NIL,,あやしい人造人間,,0,13
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,13
ギリギリ,ぎりぎり,ギリギリ,副詞,*,代表表記:ギリギリ/ぎりぎり スル接続可能 修飾（ニ格） 数量修飾 相対名詞修飾,,あやしい人造人間,,0,13
と,と,と,助詞,格助詞,NIL,,あやしい人造人間,,0,13
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,13
歯車,はぐるま,歯車,名詞,普通名詞,代表表記:歯車/はぐるま カテゴリ:人工物-その他,,あやしい人造人間,,0,13
の,の,の,助詞,接続助詞,NIL,,あやしい人造人間,,0,13
音,おと,音,名詞,普通名詞,代表表記:音/おと カテゴリ:抽象物 漢字読み:訓,,あやしい人造人間,,0,13
を,を,を,助詞,格助詞,NIL,,あやしい人造人間,,0,13
さ,さ,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,あやしい人造人間,,0,13
せ,せ,せる,接尾辞,動詞性接尾辞,代表表記:せる/せる,,あやしい人造人間,,0,13
ながら,ながら,ながら,助詞,接続助詞,NIL,,あやしい人造人間,,0,13
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,13
むこうの,むこうの,むこうだ,形容詞,*,代表表記:無効だ/むこうだ 反義:形容詞:有効だ/ゆうこうだ,,あやしい人造人間,,0,13
ほう,ほう,ほう,名詞,副詞的名詞,代表表記:方/ほう,,あやしい人造人間,,0,13
へ,へ,へ,助詞,格助詞,NIL,,あやしい人造人間,,0,13
歩いて,あるいて,歩く,動詞,*,代表表記:歩く/あるく,,あやしい人造人間,,0,13
いく,いく,いく,接尾辞,動詞性接尾辞,代表表記:いく/いく,,あやしい人造人間,,0,13
のです,のです,のだ,助動詞,*,NIL,,あやしい人造人間,,0,13
。,。,。,特殊,句点,NIL,,あやしい人造人間,,0,13
おもい,おもい,おもい,形容詞,*,代表表記:重い/おもい 反義:形容詞:軽い/かるい,,あやしい人造人間,,0,14
も,も,も,助詞,接続助詞,NIL,,あやしい人造人間,,0,14
よら,よら,よる,動詞,*,代表表記:因る/よる,,あやしい人造人間,,0,14
ぬ,ぬ,ぬ,助動詞,*,NIL,,あやしい人造人間,,0,14
ところ,ところ,ところ,名詞,副詞的名詞,代表表記:ところ/ところ,,あやしい人造人間,,0,14
に,に,に,助詞,格助詞,NIL,,あやしい人造人間,,0,14
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,14
人造,じんぞう,人造,名詞,普通名詞,代表表記:人造/じんぞう カテゴリ:抽象物,,あやしい人造人間,,0,14
人間,にんげん,人間,名詞,普通名詞,代表表記:人間/にんげん カテゴリ:人,,あやしい人造人間,,0,14
が,が,が,助詞,格助詞,NIL,,あやしい人造人間,,0,14
あらわ,あらわ,あらう,動詞,*,代表表記:洗う/あらう ドメイン:家庭・暮らし,,あやしい人造人間,,0,14
れた,れた,れる,接尾辞,動詞性接尾辞,代表表記:れる/れる,,あやしい人造人間,,0,14
の,の,の,名詞,形式名詞,NIL,,あやしい人造人間,,0,14
を,を,を,助詞,格助詞,NIL,,あやしい人造人間,,0,14
見る,みる,見る,動詞,*,代表表記:見る/みる 自他動詞:自:見える/みえる 補文ト,,あやしい人造人間,,0,14
と,と,と,助詞,格助詞,NIL,,あやしい人造人間,,0,14
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,14
ふた,ふた,ふた,名詞,数詞,カテゴリ:数量 連語由来,,あやしい人造人間,,0,14
り,り,り,接尾辞,名詞性名詞助数辞,代表表記:り/り カテゴリ:人 準内容語 連語由来,,あやしい人造人間,,0,14
は,は,は,助詞,副助詞,NIL,,あやしい人造人間,,0,14
ギョッ,ギョッ,ギョッ,名詞,普通名詞,自動獲得:Wikipedia Wikipediaページ内一覧:流行語,,あやしい人造人間,,0,14
と,と,と,助詞,格助詞,NIL,,あやしい人造人間,,0,14
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,,あやしい人造人間,,0,14
、,、,、,特殊,読点,NIL,,あやしい人造人間,,0,14
たちすくんで,たちすくんで,たちすくむ,動詞,*,代表表記:立ち竦む/たちすくむ,,あやしい人造人間,,0,14
