見出し,読み,原型,品詞,品詞細分類,意味情報,大見出し,中見出し,小見出し,見出し番号,文番号
給料,きゅうりょう,給料,名詞,普通名詞,代表表記:給料/きゅうりょう ドメイン:ビジネス カテゴリ:人工物-金銭,,上,,0,5
袋,ふくろ,袋,名詞,普通名詞,代表表記:袋/ふくろ カテゴリ:人工物-その他 漢字読み:訓,,上,,0,5
の,の,の,助詞,接続助詞,NIL,,上,,0,5
中,なか,中,名詞,副詞的名詞,代表表記:中/なか,,上,,0,5
へ,へ,へ,助詞,格助詞,NIL,,上,,0,5
、,、,、,特殊,読点,NIL,,上,,0,5
当日,とうじつ,当日,名詞,時相名詞,代表表記:当日/とうじつ カテゴリ:時間,,上,,0,5
銀行,ぎんこう,銀行,名詞,普通名詞,代表表記:銀行/ぎんこう ドメイン:ビジネス カテゴリ:組織・団体;場所-施設 組織名末尾,,上,,0,5
から,から,から,助詞,格助詞,NIL,,上,,0,5
引出さ,ひきださ,引出す,動詞,*,代表表記:引き出す/ひきだす,,上,,0,5
れた,れた,れる,接尾辞,動詞性接尾辞,代表表記:れる/れる,,上,,0,5
、,、,、,特殊,読点,NIL,,上,,0,5
一番,いちばん,一番,副詞,*,代表表記:一番/いちばん 用言弱修飾 相対名詞修飾,,上,,0,5
の,の,の,助詞,接続助詞,NIL,,上,,0,5
支那,シナ,支那,名詞,普通名詞,自動獲得:Wikipedia Wikipedia上位語:呼称/こしょう,,上,,0,5
鞄,かばん,鞄,名詞,普通名詞,代表表記:鞄/かばん カテゴリ:人工物-その他,,上,,0,5
に,に,に,助詞,格助詞,NIL,,上,,0,5
一,いち,一,名詞,数詞,カテゴリ:数量,,上,,0,5
杯,はい,杯,接尾辞,名詞性名詞助数辞,代表表記:杯/はい 準内容語,,上,,0,5
も,も,も,助詞,副助詞,NIL,,上,,0,5
あろう,あろう,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,,上,,0,5
と,と,と,助詞,格助詞,NIL,,上,,0,5
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,,上,,0,5
、,、,、,特殊,読点,NIL,,上,,0,5
二十,二十,二十,名詞,数詞,カテゴリ:数量 未知語:数字,,上,,0,5
円,えん,円,接尾辞,名詞性名詞助数辞,代表表記:円/えん 準内容語,,上,,0,5
、,、,、,特殊,読点,NIL,,上,,0,5
十,じゅう,十,名詞,数詞,カテゴリ:数量,,上,,0,5
円,えん,円,接尾辞,名詞性名詞助数辞,代表表記:円/えん 準内容語,,上,,0,5
、,、,、,特殊,読点,NIL,,上,,0,5
五,ご,五,名詞,数詞,カテゴリ:数量,,上,,0,5
円,えん,円,接尾辞,名詞性名詞助数辞,代表表記:円/えん 準内容語,,上,,0,5
など,など,など,助詞,副助詞,NIL,,上,,0,5
の,の,の,助詞,接続助詞,NIL,,上,,0,5
紙幣,しへい,紙幣,名詞,普通名詞,代表表記:紙幣/しへい カテゴリ:人工物-金銭,,上,,0,5
を,を,を,助詞,格助詞,NIL,,上,,0,5
汗だくに,あせだくに,汗だくだ,形容詞,*,代表表記:汗だくだ/あせだくだ,,上,,0,5
なって,なって,なる,接尾辞,動詞性接尾辞,代表表記:なる/なる,,上,,0,5
詰,つみ,詰,名詞,普通名詞,代表表記:詰み/つみv 連用形名詞化:詰む/つむ 送り仮名引っ込み,,上,,0,5
込んで,こんで,込む,動詞,*,代表表記:込む/こむ 反義:動詞:空く/すく 付属動詞候補（基本）,,上,,0,5
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,,上,,0,5
最中,さいちゅう,最中,名詞,副詞的名詞,代表表記:最中/さいちゅう,,上,,0,5
に,に,に,助詞,格助詞,NIL,,上,,0,5
、,、,、,特殊,読点,NIL,,上,,0,5
事務,じむ,事務,名詞,普通名詞,代表表記:事務/じむ ドメイン:ビジネス カテゴリ:抽象物,,上,,0,5
所,しょ,所,名詞,普通名詞,代表表記:所/しょ カテゴリ:場所-施設 漢字読み:音,,上,,0,5
の,の,の,助詞,接続助詞,NIL,,上,,0,5
玄関,げんかん,玄関,名詞,普通名詞,代表表記:玄関/げんかん ドメイン:家庭・暮らし カテゴリ:場所-施設部位,,上,,0,5
へ,へ,へ,助詞,格助詞,NIL,,上,,0,5
一,いち,一,名詞,数詞,カテゴリ:数量,,上,,0,5
人,にん,人,接尾辞,名詞性名詞助数辞,代表表記:人/にん カテゴリ:人 準内容語,,上,,0,5
の,の,の,助詞,接続助詞,NIL,,上,,0,5
紳士,しんし,紳士,名詞,普通名詞,代表表記:紳士/しんし カテゴリ:人,,上,,0,5
が,が,が,助詞,格助詞,NIL,,上,,0,5
訪れた,おとずれた,訪れる,動詞,*,代表表記:訪れる/おとずれる,,上,,0,5
。,。,。,特殊,句点,NIL,,上,,0,5
受付,うけつけ,受付,名詞,普通名詞,代表表記:受付/うけつけ カテゴリ:抽象物 動詞派生:受け付ける/うけつける,,上,,0,6
の,の,の,助詞,接続助詞,NIL,,上,,0,6
女,おんな,女,名詞,普通名詞,代表表記:女/おんな カテゴリ:人 漢字読み:訓,,上,,0,6
が,が,が,助詞,格助詞,NIL,,上,,0,6
来,らい,来,接頭辞,名詞接頭辞,代表表記:来/らい 内容語,,上,,0,6
意,い,意,名詞,普通名詞,代表表記:意/い カテゴリ:抽象物 漢字読み:音,,上,,0,6
を,を,を,助詞,格助詞,NIL,,上,,0,6
尋ねる,たずねる,尋ねる,動詞,*,代表表記:尋ねる/たずねる,,上,,0,6
と,と,と,助詞,格助詞,NIL,,上,,0,6
、,、,、,特殊,読点,NIL,,上,,0,6
私,わたし,私,名詞,普通名詞,代表表記:私/わたし カテゴリ:人 漢字読み:訓,,上,,0,6
は,は,は,助詞,副助詞,NIL,,上,,0,6
朝日新聞,あさひしんぶん,朝日新聞,名詞,組織名,代表表記:朝日新聞/あさひしんぶん,,上,,0,6
の,の,の,助詞,接続助詞,NIL,,上,,0,6
記者,きしゃ,記者,名詞,普通名詞,代表表記:記者/きしゃ ドメイン:メディア カテゴリ:人 人名末尾,,上,,0,6
で,で,だ,判定詞,*,NIL,,上,,0,6
ある,ある,ある,接尾辞,動詞性接尾辞,代表表記:ある/ある,,上,,0,6
が,が,が,助詞,接続助詞,NIL,,上,,0,6
、,、,、,特殊,読点,NIL,,上,,0,6
支配人,しはいにん,支配人,名詞,普通名詞,代表表記:支配人/しはいにん ドメイン:ビジネス カテゴリ:人 人名末尾,,上,,0,6
に,に,に,助詞,格助詞,NIL,,上,,0,6
一,いち,一,名詞,数詞,カテゴリ:数量,,上,,0,6
寸,すん,寸,接尾辞,名詞性名詞助数辞,代表表記:寸/すん 準内容語,,上,,0,6
お,お,お,接頭辞,名詞接頭辞,代表表記:御/お,,上,,0,6
眼,がん,眼,名詞,普通名詞,代表表記:眼/がん カテゴリ:動物-部位 漢字読み:音,,上,,0,6
に,に,に,助詞,格助詞,NIL,,上,,0,6
かかり,かかり,かかる,動詞,*,代表表記:係る/かかる 名詞派生:係/かかり,,上,,0,6
度,たび,度,名詞,普通名詞,代表表記:度/たび カテゴリ:時間 漢字読み:訓 修飾（ニ格）,,上,,0,6
いとい,いとい,いとう,動詞,*,代表表記:厭う/いとう,,上,,0,6
う,う,う,接尾辞,動詞性接尾辞,代表表記:う/う,,上,,0,6
。,。,。,特殊,句点,NIL,,上,,0,6
そこ,そこ,そこ,指示詞,名詞形態指示詞,NIL,,上,,0,7
で,で,で,助詞,格助詞,NIL,,上,,0,7
女,おんな,女,名詞,普通名詞,代表表記:女/おんな カテゴリ:人 漢字読み:訓,,上,,0,7
が,が,が,助詞,格助詞,NIL,,上,,0,7
、,、,、,特殊,読点,NIL,,上,,0,7
東京,とうきょう,東京,名詞,地名,代表表記:東京/とうきょう 地名:日本:都,,上,,0,7
朝日新聞,あさひしんぶん,朝日新聞,名詞,組織名,代表表記:朝日新聞/あさひしんぶん,,上,,0,7
社会,しゃかい,社会,名詞,普通名詞,代表表記:社会/しゃかい ドメイン:教育・学習;政治 カテゴリ:場所-その他,,上,,0,7
部,ぶ,部,名詞,普通名詞,代表表記:部/ぶ カテゴリ:組織・団体;数量 漢字読み:音,,上,,0,7
記者,きしゃ,記者,名詞,普通名詞,代表表記:記者/きしゃ ドメイン:メディア カテゴリ:人 人名末尾,,上,,0,7
と,と,と,助詞,格助詞,NIL,,上,,0,7
肩書,かたがき,肩書,名詞,普通名詞,代表表記:肩書き/かたがき ドメイン:ビジネス カテゴリ:抽象物,,上,,0,7
の,の,の,助詞,格助詞,NIL,,上,,0,7
ある,ある,ある,動詞,*,代表表記:有る/ある 反義:形容詞:無い/ない 補文ト,,上,,0,7
名刺,めいし,名刺,名詞,普通名詞,代表表記:名刺/めいし ドメイン:ビジネス カテゴリ:人工物-その他,,上,,0,7
を,を,を,助詞,格助詞,NIL,,上,,0,7
持って,もって,持つ,動詞,*,代表表記:持つ/もつ,,上,,0,7
、,、,、,特殊,読点,NIL,,上,,0,7
支配人,しはいにん,支配人,名詞,普通名詞,代表表記:支配人/しはいにん ドメイン:ビジネス カテゴリ:人 人名末尾,,上,,0,7
に,に,に,助詞,格助詞,NIL,,上,,0,7
この,この,この,指示詞,連体詞形態指示詞,NIL,,上,,0,7
事,こと,事,名詞,普通名詞,代表表記:事/こと カテゴリ:抽象物 漢字読み:訓,,上,,0,7
を,を,を,助詞,格助詞,NIL,,上,,0,7
通じた,つうじた,通ずる,動詞,*,代表表記:通ずる/つうずる 同義:動詞:通じる/つうじる,,上,,0,7
。,。,。,特殊,句点,NIL,,上,,0,7
幸,こう,幸,名詞,普通名詞,代表表記:幸/こう カテゴリ:抽象物 漢字読み:音,,上,,0,8
な,な,だ,判定詞,*,NIL,,上,,0,8
こと,こと,こと,名詞,形式名詞,NIL,,上,,0,8
に,に,に,助詞,格助詞,NIL,,上,,0,8
は,は,は,助詞,副助詞,NIL,,上,,0,8
、,、,、,特殊,読点,NIL,,上,,0,8
この,この,この,指示詞,連体詞形態指示詞,NIL,,上,,0,8
支配人,しはいにん,支配人,名詞,普通名詞,代表表記:支配人/しはいにん ドメイン:ビジネス カテゴリ:人 人名末尾,,上,,0,8
は,は,は,助詞,副助詞,NIL,,上,,0,8
、,、,、,特殊,読点,NIL,,上,,0,8
新聞,しんぶん,新聞,名詞,普通名詞,代表表記:新聞/しんぶん ドメイン:メディア カテゴリ:人工物-その他,,上,,0,8
記者,きしゃ,記者,名詞,普通名詞,代表表記:記者/きしゃ ドメイン:メディア カテゴリ:人 人名末尾,,上,,0,8
操縦,そうじゅう,操縦,名詞,サ変名詞,代表表記:操縦/そうじゅう ドメイン:交通 カテゴリ:抽象物,,上,,0,8
法,ほう,法,名詞,普通名詞,代表表記:法/ほう ドメイン:政治 カテゴリ:抽象物 漢字読み:音,,上,,0,8
が,が,が,助詞,格助詞,NIL,,上,,0,8
うまい,うまい,うまい,形容詞,*,代表表記:上手い/うまい 反義:形容詞:下手だ/へただ,,上,,0,8
