表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー
蒸発,名詞,サ変接続,*,*,*,*,蒸発,ジョウハツ,ジョーハツ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
了,名詞,固有名詞,人名,名,*,*,了,リョウ,リョー,< 章なし >
って,助詞,格助詞,連語,*,*,*,って,ッテ,ッテ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
煉羊羹,名詞,固有名詞,一般,*,*,*,煉羊羹,ネリヨウカン,ネリヨーカン,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
濃,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,濃い,コ,コ,< 章なし >
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
澱ん,動詞,自立,*,*,五段・マ行,連用タ接続,澱む,ヨドン,ヨドン,< 章なし >
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,< 章なし >
色彩,名詞,一般,*,*,*,*,色彩,シキサイ,シキサイ,< 章なし >
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
まわり,名詞,一般,*,*,*,*,まわり,マワリ,マワリ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
包ん,動詞,自立,*,*,五段・マ行,連用タ接続,包む,ツツン,ツツン,< 章なし >
で,助詞,接続助詞,*,*,*,*,で,デ,デ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
頭,名詞,一般,*,*,*,*,頭,アタマ,アタマ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
上,名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
夕立,名詞,一般,*,*,*,*,夕立,ユウダチ,ユーダチ,< 章なし >
雲,名詞,一般,*,*,*,*,雲,クモ,クモ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
に,助詞,副詞化,*,*,*,*,に,ニ,ニ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
まっ,接頭詞,名詞接続,*,*,*,*,まっ,マッ,マッ,< 章なし >
くらに,名詞,一般,*,*,*,*,倉荷,クラニ,クラニ,< 章なし >
層,名詞,接尾,一般,*,*,*,層,ソウ,ソー,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
なし,動詞,自立,*,*,五段・サ行,連用形,なす,ナシ,ナシ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
木の葉,名詞,一般,*,*,*,*,木の葉,コノハ,コノハ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
音,名詞,一般,*,*,*,*,音,オト,オト,< 章なし >
も,助詞,係助詞,*,*,*,*,も,モ,モ,< 章なし >
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク,< 章なし >
鎮,名詞,固有名詞,人名,姓,*,*,鎮,シズミ,シズミ,< 章なし >
り,助動詞,*,*,*,文語・リ,基本形,り,リ,リ,< 章なし >
返っ,動詞,自立,*,*,五段・ラ行,連用タ接続,返る,カエッ,カエッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
そこ,名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,< 章なし >
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
巨大,名詞,形容動詞語幹,*,*,*,*,巨大,キョダイ,キョダイ,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
黒褐色,名詞,一般,*,*,*,*,黒褐色,コッカッショク,コッカッショク,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
樹幹,名詞,一般,*,*,*,*,樹幹,ジュカン,ジュカン,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
滝,名詞,一般,*,*,*,*,滝,タキ,タキ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
なし,動詞,自立,*,*,五段・サ行,連用形,なす,ナシ,ナシ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
地上,名詞,一般,*,*,*,*,地上,チジョウ,チジョー,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
降り注ぎ,動詞,自立,*,*,五段・ガ行,連用形,降り注ぐ,フリソソギ,フリソソギ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
観兵式,名詞,固有名詞,一般,*,*,*,観兵式,カンペイシキ,カンペイシキ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
兵,名詞,一般,*,*,*,*,兵,ヘイ,ヘイ,< 章なし >
列,名詞,一般,*,*,*,*,列,レツ,レツ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
に,助詞,副詞化,*,*,*,*,に,ニ,ニ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
目,名詞,一般,*,*,*,*,目,メ,メ,< 章なし >
も,助詞,係助詞,*,*,*,*,も,モ,モ,< 章なし >
遙,名詞,一般,*,*,*,*,*,*,*,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
四方,名詞,一般,*,*,*,*,四方,シホウ,シホー,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
うち続い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,うち続く,ウチツヅイ,ウチツズイ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
末,名詞,副詞可能,*,*,*,*,末,スエ,スエ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
奥,名詞,一般,*,*,*,*,奥,オク,オク,< 章なし >
知れ,動詞,自立,*,*,一段,未然形,知れる,シレ,シレ,< 章なし >
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ,< 章なし >
暗,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,暗い,クラ,クラ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
消え,動詞,自立,*,*,一段,連用形,消える,キエ,キエ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
幾,名詞,数,*,*,*,*,幾,イク,イク,< 章なし >
層,名詞,接尾,助数詞,*,*,*,層,ソウ,ソー,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
木の葉,名詞,一般,*,*,*,*,木の葉,コノハ,コノハ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
暗,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,暗い,クラ,クラ,< 章なし >
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,< 章なし >
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,< 章なし >
上,名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
どの,連体詞,*,*,*,*,*,どの,ドノ,ドノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
うらら,名詞,固有名詞,人名,名,*,*,うらら,ウララ,ウララ,< 章なし >
かな,名詞,一般,*,*,*,*,かな,カナ,カナ,< 章なし >
日,名詞,接尾,一般,*,*,*,日,ビ,ビ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
照っ,動詞,自立,*,*,五段・ラ行,連用タ接続,照る,テッ,テッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,< 章なし >
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
或は,接続詞,*,*,*,*,*,或は,アルイハ,アルイワ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
どの,連体詞,*,*,*,*,*,どの,ドノ,ドノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
冷,名詞,一般,*,*,*,*,冷,ヒヤ,ヒヤ,< 章なし >
い,動詞,自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
風,名詞,接尾,一般,*,*,*,風,フウ,フー,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
吹きすさん,動詞,自立,*,*,五段・バ行,連用タ接続,吹きすさぶ,フキスサン,フキスサン,< 章なし >
で,助詞,接続助詞,*,*,*,*,で,デ,デ,< 章なし >
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,< 章なし >
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
少し,副詞,助詞類接続,*,*,*,*,少し,スコシ,スコシ,< 章なし >
も,助詞,係助詞,*,*,*,*,も,モ,モ,< 章なし >
分ら,動詞,自立,*,*,五段・ラ行,未然形,分る,ワカラ,ワカラ,< 章なし >
なかっ,助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
ただ,接続詞,*,*,*,*,*,ただ,タダ,タダ,< 章なし >
分っ,動詞,自立,*,*,五段・タ行,連用タ接続,分つ,ワカッ,ワカッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,< 章なし >
こと,名詞,非自立,一般,*,*,*,こと,コト,コト,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
今,名詞,副詞可能,*,*,*,*,今,イマ,イマ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
果てし,名詞,一般,*,*,*,*,果てし,ハテシ,ハテシ,< 章なし >
も,助詞,係助詞,*,*,*,*,も,モ,モ,< 章なし >
知ら,動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,< 章なし >
ぬ,助動詞,*,*,*,特殊・ヌ,基本形,ぬ,ヌ,ヌ,< 章なし >
大森林,名詞,固有名詞,人名,一般,*,*,大森林,ダイシンリン,ダイシンリン,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
下,接頭詞,数接続,*,*,*,*,下,シモ,シモ,< 章なし >
闇,名詞,一般,*,*,*,*,闇,ヤミ,ヤミ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
行方,名詞,一般,*,*,*,*,行方,ユクエ,ユクエ,< 章なし >
定め,動詞,自立,*,*,一段,未然形,定める,サダメ,サダメ,< 章なし >
ず,助動詞,*,*,*,特殊・ヌ,連用ニ接続,ぬ,ズ,ズ,< 章なし >
歩き,動詞,自立,*,*,五段・カ行イ音便,連用形,歩く,アルキ,アルキ,< 章なし >
続け,動詞,非自立,*,*,一段,連用形,続ける,ツヅケ,ツズケ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,< 章なし >
単調,名詞,形容動詞語幹,*,*,*,*,単調,タンチョウ,タンチョー,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
事実,名詞,副詞可能,*,*,*,*,事実,ジジツ,ジジツ,< 章なし >
だけ,助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,< 章なし >
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,< 章なし >
あっ,助動詞,*,*,*,五段・ラ行アル,連用タ接続,ある,アッ,アッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
歩いても歩いても,名詞,固有名詞,一般,*,*,*,歩いても歩いても,アルイテモアルイテモ,アルイテモアルイテモ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
幾,名詞,数,*,*,*,*,幾,イク,イク,< 章なし >
抱え,名詞,一般,*,*,*,*,抱え,カカエ,カカエ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
大木,名詞,一般,*,*,*,*,大木,タイボク,タイボク,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
幹,名詞,一般,*,*,*,*,幹,ミキ,ミキ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
次,名詞,一般,*,*,*,*,次,ツギ,ツギ,< 章なし >
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,< 章なし >
次,名詞,一般,*,*,*,*,次,ツギ,ツギ,< 章なし >
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,< 章なし >
と,助詞,格助詞,引用,*,*,*,と,ト,ト,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
迎え,動詞,自立,*,*,一段,連用形,迎える,ムカエ,ムカエ,< 章なし >
見送る,動詞,自立,*,*,五段・ラ行,基本形,見送る,ミオクル,ミオクル,< 章なし >
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ,< 章なし >
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,< 章なし >
景色,名詞,一般,*,*,*,*,景色,ケシキ,ケシキ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
少し,副詞,助詞類接続,*,*,*,*,少し,スコシ,スコシ,< 章なし >
も,助詞,係助詞,*,*,*,*,も,モ,モ,< 章なし >
変ら,動詞,自立,*,*,五段・ラ行,未然形,変る,カワラ,カワラ,< 章なし >
なかっ,助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
足,名詞,一般,*,*,*,*,足,アシ,アシ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
下,名詞,一般,*,*,*,*,下,シタ,シタ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
この,連体詞,*,*,*,*,*,この,コノ,コノ,< 章なし >
森,名詞,一般,*,*,*,*,森,モリ,モリ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
出来,動詞,自立,*,*,一段,連用形,出来る,デキ,デキ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
以来,名詞,副詞可能,*,*,*,*,以来,イライ,イライ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
幾,名詞,数,*,*,*,*,幾,イク,イク,< 章なし >
百,名詞,数,*,*,*,*,百,ヒャク,ヒャク,< 章なし >
年,名詞,接尾,助数詞,*,*,*,年,ネン,ネン,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
落葉,名詞,サ変接続,*,*,*,*,落葉,ラクヨウ,ラクヨー,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
湿気,名詞,一般,*,*,*,*,湿気,シッケ,シッケ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
充ち,動詞,自立,*,*,一段,連用形,充ちる,ミチ,ミチ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
クッション,名詞,一般,*,*,*,*,クッション,クッション,クッション,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
為し,動詞,自立,*,*,五段・サ行,連用形,為す,ナシ,ナシ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
歩く,動詞,自立,*,*,五段・カ行イ音便,基本形,歩く,アルク,アルク,< 章なし >
たび,名詞,非自立,副詞可能,*,*,*,たび,タビ,タビ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
ジクジク,名詞,一般,*,*,*,*,*,*,*,< 章なし >
と,助詞,並立助詞,*,*,*,*,と,ト,ト,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
音,名詞,一般,*,*,*,*,音,オト,オト,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
立て,動詞,自立,*,*,一段,連用形,立てる,タテ,タテ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
相違,名詞,サ変接続,*,*,*,*,相違,ソウイ,ソーイ,< 章なし >
なかっ,形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
聴覚,名詞,一般,*,*,*,*,聴覚,チョウカク,チョーカク,< 章なし >
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ,< 章なし >
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,< 章なし >
薄暗,形容詞,自立,*,*,形容詞・アウオ段,ガル接続,薄暗い,ウスグラ,ウスグラ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
世界,名詞,一般,*,*,*,*,世界,セカイ,セカイ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
この世,名詞,一般,*,*,*,*,この世,コノヨ,コノヨ,< 章なし >
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,< 章なし >
あらゆる,連体詞,*,*,*,*,*,あらゆる,アラユル,アラユル,< 章なし >
生物,名詞,一般,*,*,*,*,生物,セイブツ,セイブツ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
死滅,名詞,サ変接続,*,*,*,*,死滅,シメツ,シメツ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
こと,名詞,非自立,一般,*,*,*,こと,コト,コト,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
感じ,動詞,自立,*,*,一段,未然形,感じる,カンジ,カンジ,< 章なし >
させ,動詞,接尾,*,*,一段,連用形,させる,サセ,サセ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
或は,接続詞,*,*,*,*,*,或は,アルイハ,アルイワ,< 章なし >
又,接続詞,*,*,*,*,*,又,マタ,マタ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
不気味,名詞,形容動詞語幹,*,*,*,*,不気味,ブキミ,ブキミ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
も,助詞,係助詞,*,*,*,*,も,モ,モ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
森,名詞,一般,*,*,*,*,森,モリ,モリ,< 章なし >
全体,名詞,副詞可能,*,*,*,*,全体,ゼンタイ,ゼンタイ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
めし,動詞,自立,*,*,五段・サ行,連用形,めす,メシ,メシ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
たる,助動詞,*,*,*,文語・ナリ,体言接続,たり,タル,タル,< 章なし >
魑魅魍魎,名詞,一般,*,*,*,*,魑魅魍魎,チミモウリョウ,チミモーリョー,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
充ち,動詞,自立,*,*,一段,連用形,充ちる,ミチ,ミチ,< 章なし >
満ち,動詞,自立,*,*,一段,連用形,満ちる,ミチ,ミチ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,< 章なし >
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,< 章なし >
如く,助動詞,*,*,*,文語・ゴトシ,連用形,如し,ゴトク,ゴトク,< 章なし >
にも,名詞,固有名詞,人名,一般,*,*,にも,ニモ,ニモ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
思わ,動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,< 章なし >
