表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,カテゴリー
商家,名詞,一般,*,*,*,*,商家,ショウカ,ショーカ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
黙っ,動詞,自立,*,*,五段・ラ行,連用タ接続,黙る,ダマッ,ダマッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
軒,名詞,一般,*,*,*,*,軒,ノキ,ノキ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
並べ,動詞,自立,*,*,一段,連用形,並べる,ナラベ,ナラベ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
三尺,名詞,一般,*,*,*,*,三尺,サンジャク,サンジャク,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
ショー,名詞,一般,*,*,*,*,ショー,ショー,ショー,< 章なし >
ウインドウ,名詞,一般,*,*,*,*,ウインドウ,ウインドウ,ウインドウ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
埃,名詞,一般,*,*,*,*,埃,ホコリ,ホコリ,< 章なし >
で,助詞,格助詞,一般,*,*,*,で,デ,デ,< 章なし >
だんだら,名詞,一般,*,*,*,*,段だら,ダンダラ,ダンダラ,< 章なし >
染め,名詞,接尾,一般,*,*,*,染め,ゾメ,ゾメ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
小学生,名詞,一般,*,*,*,*,小学生,ショウガクセイ,ショーガクセイ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
運動,名詞,サ変接続,*,*,*,*,運動,ウンドウ,ウンドー,< 章なし >
シャツ,名詞,一般,*,*,*,*,シャツ,シャツ,シャツ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
下っ,動詞,自立,*,*,五段・ラ行,連用タ接続,下る,クダッ,クダッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
碁盤,名詞,一般,*,*,*,*,碁盤,ゴバン,ゴバン,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
仕切っ,動詞,自立,*,*,五段・ラ行,連用タ接続,仕切る,シキッ,シキッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
薄っぺら,名詞,形容動詞語幹,*,*,*,*,薄っぺら,ウスッペラ,ウスッペラ,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
木箱,名詞,固有名詞,人名,一般,*,*,木箱,キバコ,キバコ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
赤,名詞,一般,*,*,*,*,赤,アカ,アカ,< 章なし >
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ,< 章なし >
黄,名詞,一般,*,*,*,*,黄,キ,キ,< 章なし >
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ,< 章なし >
白,名詞,一般,*,*,*,*,白,シロ,シロ,< 章なし >
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ,< 章なし >
茶色,名詞,一般,*,*,*,*,茶色,チャイロ,チャイロ,< 章なし >
など,助詞,副助詞,*,*,*,*,など,ナド,ナド,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
砂,名詞,一般,*,*,*,*,砂,スナ,スナ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
種物,名詞,一般,*,*,*,*,種物,タネモノ,タネモノ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
入れ,動詞,自立,*,*,一段,連用形,入れる,イレ,イレ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
店,名詞,一般,*,*,*,*,店,ミセ,ミセ,< 章なし >
一,名詞,数,*,*,*,*,一,イチ,イチ,< 章なし >
杯,名詞,接尾,助数詞,*,*,*,杯,ハイ,ハイ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
並ん,動詞,自立,*,*,五段・バ行,連用タ接続,並ぶ,ナラン,ナラン,< 章なし >
で,助詞,接続助詞,*,*,*,*,で,デ,デ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
狭い,形容詞,自立,*,*,形容詞・アウオ段,基本形,狭い,セマイ,セマイ,< 章なし >
薄暗い,形容詞,自立,*,*,形容詞・アウオ段,基本形,薄暗い,ウスグライ,ウスグライ,< 章なし >
家中,名詞,副詞可能,*,*,*,*,家中,イエジュウ,イエジュー,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
天井,名詞,一般,*,*,*,*,天井,テンジョウ,テンジョー,< 章なし >
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,< 章なし >
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,< 章なし >
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
自転車,名詞,一般,*,*,*,*,自転車,ジテンシャ,ジテンシャ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
フレーム,名詞,一般,*,*,*,*,フレーム,フレーム,フレーム,< 章なし >
や,助詞,並立助詞,*,*,*,*,や,ヤ,ヤ,< 章なし >
タイヤ,名詞,一般,*,*,*,*,タイヤ,タイヤ,タイヤ,< 章なし >
で,助詞,格助詞,一般,*,*,*,で,デ,デ,< 章なし >
充満,名詞,サ変接続,*,*,*,*,充満,ジュウマン,ジューマン,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
それら,名詞,代名詞,一般,*,*,*,それら,ソレラ,ソレラ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
殺風景,名詞,形容動詞語幹,*,*,*,*,殺風景,サップウケイ,サップーケイ,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
家々,名詞,一般,*,*,*,*,家々,イエイエ,イエイエ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
間,名詞,一般,*,*,*,*,間,マ,マ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
挟まっ,動詞,自立,*,*,五段・ラ行,連用タ接続,挟まる,ハサマッ,ハサマッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
細い,形容詞,自立,*,*,形容詞・アウオ段,基本形,細い,ホソイ,ホソイ,< 章なし >
格子戸,名詞,一般,*,*,*,*,格子戸,コウシド,コーシド,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
奥,名詞,一般,*,*,*,*,奥,オク,オク,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
すすけ,動詞,自立,*,*,一段,連用形,すすける,ススケ,ススケ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
御,接頭詞,名詞接続,*,*,*,*,御,ゴ,ゴ,< 章なし >
神,名詞,固有名詞,人名,姓,*,*,神,カミ,カミ,< 章なし >
燈,名詞,固有名詞,人名,名,*,*,燈,アカリ,アカリ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
下っ,動詞,自立,*,*,五段・ラ行,連用タ接続,下る,クダッ,クダッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
二階,名詞,固有名詞,地域,一般,*,*,二階,ニカイ,ニカイ,< 章なし >
家,名詞,接尾,一般,*,*,*,家,カ,カ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
そんなに,副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,< 章なし >
両方,名詞,一般,*,*,*,*,両方,リョウホウ,リョーホー,< 章なし >
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ,< 章なし >
押しつけ,動詞,自立,*,*,一段,連用形,押しつける,オシツケ,オシツケ,< 章なし >
ちゃ,助詞,接続助詞,*,*,*,*,ちゃ,チャ,チャ,< 章なし >
厭,名詞,形容動詞語幹,*,*,*,*,厭,イヤ,イヤ,< 章なし >
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,< 章なし >
わ,助詞,終助詞,*,*,*,*,わ,ワ,ワ,< 章なし >
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,< 章なし >
恰好,名詞,一般,*,*,*,*,恰好,カッコウ,カッコー,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
ボロンボロン,名詞,一般,*,*,*,*,*,*,*,< 章なし >
と,助詞,並立助詞,*,*,*,*,と,ト,ト,< 章なし >
猥褻,名詞,形容動詞語幹,*,*,*,*,猥褻,ワイセツ,ワイセツ,< 章なし >
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,< 章なし >
三味線,名詞,一般,*,*,*,*,三味線,シャミセン,シャミセン,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
音,名詞,一般,*,*,*,*,音,オト,オト,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
洩,動詞,自立,*,*,五段・ラ行,体言接続特殊２,洩る,モ,モ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
たり,助詞,並立助詞,*,*,*,*,たり,タリ,タリ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
「,記号,括弧開,*,*,*,*,「,「,「,< 章なし >
アップク,名詞,固有名詞,組織,*,*,*,*,*,*,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
チキリキ,名詞,一般,*,*,*,*,*,*,*,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
アッパッパア,名詞,一般,*,*,*,*,*,*,*,< 章なし >
…,記号,一般,*,*,*,*,…,…,…,< 章なし >
…,記号,一般,*,*,*,*,…,…,…,< 章なし >
アッパッパア,名詞,一般,*,*,*,*,*,*,*,< 章なし >
…,記号,一般,*,*,*,*,…,…,…,< 章なし >
…,記号,一般,*,*,*,*,…,…,…,< 章なし >
」,記号,括弧閉,*,*,*,*,」,」,」,< 章なし >
お下げ,名詞,一般,*,*,*,*,お下げ,オサゲ,オサゲ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
埃,名詞,一般,*,*,*,*,埃,ホコリ,ホコリ,< 章なし >
で,助詞,格助詞,一般,*,*,*,で,デ,デ,< 章なし >
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ,< 章なし >
化粧した,名詞,一般,*,*,*,*,化粧下,ケショウシタ,ケショーシタ,< 章なし >
女の子,名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,< 章なし >
達,名詞,接尾,一般,*,*,*,達,タチ,タチ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
道,名詞,一般,*,*,*,*,道,ミチ,ミチ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
真中,名詞,一般,*,*,*,*,真中,マンナカ,マンナカ,< 章なし >
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,< 章なし >
輪,名詞,一般,*,*,*,*,輪,ワ,ワ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
作っ,動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
歌っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,歌う,ウタッ,ウタッ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
アッパッパアアアア,名詞,一般,*,*,*,*,*,*,*,< 章なし >
…,記号,一般,*,*,*,*,…,…,…,< 章なし >
…,記号,一般,*,*,*,*,…,…,…,< 章なし >
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,< 章なし >
涙ぐましい,形容詞,自立,*,*,形容詞・イ段,基本形,涙ぐましい,ナミダグマシイ,ナミダグマシイ,< 章なし >
旋律,名詞,一般,*,*,*,*,旋律,センリツ,センリツ,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
霞ん,動詞,自立,*,*,五段・マ行,連用タ接続,霞む,カスン,カスン,< 章なし >
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,< 章なし >
春の空,名詞,固有名詞,一般,*,*,*,春の空,ハルノソラ,ハルノソラ,< 章なし >
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ,< 章なし >
のんびり,副詞,助詞類接続,*,*,*,*,のんびり,ノンビリ,ノンビリ,< 章なし >
と,助詞,副詞化,*,*,*,*,と,ト,ト,< 章なし >
蒸発,名詞,サ変接続,*,*,*,*,蒸発,ジョウハツ,ジョーハツ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
行っ,動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
男の子,名詞,一般,*,*,*,*,男の子,オトコノコ,オトコノコ,< 章なし >
等,名詞,接尾,一般,*,*,*,等,トウ,トー,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
繩,名詞,固有名詞,人名,姓,*,*,繩,ナワ,ナワ,< 章なし >
飛び,動詞,自立,*,*,五段・バ行,連用形,飛ぶ,トビ,トビ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
遊ん,動詞,自立,*,*,五段・バ行,連用タ接続,遊ぶ,アソン,アソン,< 章なし >
で,助詞,接続助詞,*,*,*,*,で,デ,デ,< 章なし >
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,< 章なし >
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,< 章なし >
。,記号,句点,*,*,*,*,。,。,。,< 章なし >
長い,形容詞,自立,*,*,形容詞・アウオ段,基本形,長い,ナガイ,ナガイ,< 章なし >
繩,名詞,固有名詞,人名,姓,*,*,繩,ナワ,ナワ,< 章なし >
の,助詞,連体化,*,*,*,*,の,ノ,ノ,< 章なし >
弦,名詞,一般,*,*,*,*,弦,ツル,ツル,< 章なし >
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
ねばり強く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ねばり強い,ネバリヅヨク,ネバリズヨク,< 章なし >
地,名詞,一般,*,*,*,*,地,チ,チ,< 章なし >
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,< 章なし >
叩い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,叩く,タタイ,タタイ,< 章なし >
て,助詞,接続助詞,*,*,*,*,て,テ,テ,< 章なし >
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,< 章なし >
、,記号,読点,*,*,*,*,、,、,、,< 章なし >
空,名詞,一般,*,*,*,*,空,ソラ,ソラ,< 章なし >
