表層形,品詞,品詞細分類(1),品詞細分類(2),品詞細分類(3),活用型,活用形,原形,読み,発音,大見出し,中見出し,小見出し,見出し番号,文番号
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,2
如く,助動詞,*,*,*,文語・ゴトシ,連用形,如し,ゴトク,ゴトク,,,,0,2
無職,名詞,一般,*,*,*,*,無職,ムショク,ムショク,,,,0,2
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,2
遊民,名詞,一般,*,*,*,*,遊民,ユウミン,ユーミン,,,,0,2
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,,,0,2
。,記号,句点,*,*,*,*,。,。,。,,,,0,2
大して,副詞,一般,*,*,*,*,大して,タイシテ,タイシテ,,,,0,3
金,名詞,一般,*,*,*,*,金,キン,キン,,,,0,3
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,3
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,,,,0,3
訳,名詞,非自立,一般,*,*,*,訳,ワケ,ワケ,,,,0,3
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,,,,0,3
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,3
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,,,,0,3
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,,,0,3
、,記号,読点,*,*,*,*,、,、,、,,,,0,3
まず,副詞,一般,*,*,*,*,まず,マズ,マズ,,,,0,3
食う,動詞,自立,*,*,五段・ワ行促音便,基本形,食う,クウ,クウ,,,,0,3
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,3
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,3
困ら,動詞,自立,*,*,五段・ラ行,未然形,困る,コマラ,コマラ,,,,0,3
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,,,0,3
。,記号,句点,*,*,*,*,。,。,。,,,,0,3
ピアノ,名詞,一般,*,*,*,*,ピアノ,ピアノ,ピアノ,,,,0,4
と,助詞,並立助詞,*,*,*,*,と,ト,ト,,,,0,4
、,記号,読点,*,*,*,*,、,、,、,,,,0,4
蓄音器,名詞,一般,*,*,*,*,蓄音器,チクオンキ,チクオンキ,,,,0,4
と,助詞,並立助詞,*,*,*,*,と,ト,ト,,,,0,4
、,記号,読点,*,*,*,*,、,、,、,,,,0,4
ダンス,名詞,サ変接続,*,*,*,*,ダンス,ダンス,ダンス,,,,0,4
と,助詞,並立助詞,*,*,*,*,と,ト,ト,,,,0,4
、,記号,読点,*,*,*,*,、,、,、,,,,0,4
芝居,名詞,サ変接続,*,*,*,*,芝居,シバイ,シバイ,,,,0,4
と,助詞,並立助詞,*,*,*,*,と,ト,ト,,,,0,4
、,記号,読点,*,*,*,*,、,、,、,,,,0,4
活動写真,名詞,固有名詞,一般,*,*,*,活動写真,カツドウシャシン,カツドーシャシン,,,,0,4
と,助詞,並立助詞,*,*,*,*,と,ト,ト,,,,0,4
、,記号,読点,*,*,*,*,、,、,、,,,,0,4
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ,,,,0,4
遊里,名詞,一般,*,*,*,*,遊里,ユウリ,ユウリ,,,,0,4
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,4
巷,名詞,一般,*,*,*,*,巷,チマタ,チマタ,,,,0,4
、,記号,読点,*,*,*,*,、,、,、,,,,0,4
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,,,,0,4
辺,名詞,一般,*,*,*,*,辺,アタリ,アタリ,,,,0,4
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,,,,0,4
グルグル,副詞,一般,*,*,*,*,グルグル,グルグル,グルグル,,,,0,4
廻っ,動詞,自立,*,*,五段・ラ行,連用タ接続,廻る,マワッ,マワッ,,,,0,4
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,4
暮し,動詞,自立,*,*,五段・サ行,連用形,暮す,クラシ,クラシ,,,,0,4
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,4
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,,,,0,4
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,,,,0,4
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,,,,0,4
男,名詞,一般,*,*,*,*,男,オトコ,オトコ,,,,0,4
だっ,助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,,,,0,4
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,4
。,記号,句点,*,*,*,*,。,。,。,,,,0,4
ところで,接続詞,*,*,*,*,*,ところで,トコロデ,トコロデ,,,,0,5
、,記号,読点,*,*,*,*,、,、,、,,,,0,5
不幸,名詞,形容動詞語幹,*,*,*,*,不幸,フコウ,フコー,,,,0,5
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,,,,0,5
こと,名詞,非自立,一般,*,*,*,こと,コト,コト,,,,0,5
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,5
、,記号,読点,*,*,*,*,、,、,、,,,,0,5
この,連体詞,*,*,*,*,*,この,コノ,コノ,,,,0,5
男,名詞,一般,*,*,*,*,男,オトコ,オトコ,,,,0,5
、,記号,読点,*,*,*,*,、,、,、,,,,0,5
細君,名詞,一般,*,*,*,*,細君,サイクン,サイクン,,,,0,5
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,5
あっ,動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,,,,0,5
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,5
。,記号,句点,*,*,*,*,。,。,。,,,,0,5
そうした,連体詞,*,*,*,*,*,そうした,ソウシタ,ソーシタ,,,,0,6
種類,名詞,一般,*,*,*,*,種類,シュルイ,シュルイ,,,,0,6
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,6
人間,名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン,,,,0,6
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,6
、,記号,読点,*,*,*,*,、,、,、,,,,0,6
宿,名詞,一般,*,*,*,*,宿,ヤド,ヤド,,,,0,6
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,6
妻,名詞,一般,*,*,*,*,妻,ツマ,ツマ,,,,0,6
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,,,,0,6
奴,名詞,代名詞,一般,*,*,*,奴,ヤツ,ヤツ,,,,0,6
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,6
、,記号,読点,*,*,*,*,、,、,、,,,,0,6
いや,接続詞,*,*,*,*,*,いや,イヤ,イヤ,,,,0,6
笑いごと,名詞,一般,*,*,*,*,笑いごと,ワライゴト,ワライゴト,,,,0,6
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ,,,,0,6
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,,,0,6
。,記号,句点,*,*,*,*,。,。,。,,,,0,6
正に,副詞,一般,*,*,*,*,正に,マサニ,マサニ,,,,0,7
不幸,名詞,形容動詞語幹,*,*,*,*,不幸,フコウ,フコー,,,,0,7
とい,名詞,一般,*,*,*,*,とい,トイ,トイ,,,,0,7
ッ,名詞,一般,*,*,*,*,*,*,*,,,,0,7
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ,,,,0,7
べき,助動詞,*,*,*,文語・ベシ,体言接続,べし,ベキ,ベキ,,,,0,7
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,,,0,7
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,,,,0,7
。,記号,句点,*,*,*,*,。,。,。,,,,0,7
いや,接続詞,*,*,*,*,*,いや,イヤ,イヤ,,,,0,8
、,記号,読点,*,*,*,*,、,、,、,,,,0,8
まったく,副詞,助詞類接続,*,*,*,*,まったく,マッタク,マッタク,,,,0,8
。,記号,句点,*,*,*,*,。,。,。,,,,0,8
別,名詞,一般,*,*,*,*,別,ベツ,ベツ,,,,0,9
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,9
嫌っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,嫌う,キラッ,キラッ,,,,0,9
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,9
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ,,,,0,9
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,9
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,,,,0,9
程,名詞,非自立,一般,*,*,*,程,ホド,ホド,,,,0,9
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,,,,0,9
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,9
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,,,,0,9
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,,,0,9
、,記号,読点,*,*,*,*,、,、,、,,,,0,9
と,助詞,格助詞,引用,*,*,*,と,ト,ト,,,,0,9
いっ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,イッ,,,,0,9
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,9
、,記号,読点,*,*,*,*,、,、,、,,,,0,9
無論,副詞,一般,*,*,*,*,無論,ムロン,ムロン,,,,0,9
女房,名詞,一般,*,*,*,*,女房,ニョウボウ,ニョーボー,,,,0,9
丈,名詞,一般,*,*,*,*,丈,タケ,タケ,,,,0,9
け,助詞,終助詞,*,*,*,*,け,ケ,ケ,,,,0,9
で,助詞,格助詞,一般,*,*,*,で,デ,デ,,,,0,9
満足,名詞,サ変接続,*,*,*,*,満足,マンゾク,マンゾク,,,,0,9
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,9
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,9
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,,,,0,9
Ｔ,記号,アルファベット,*,*,*,*,Ｔ,ティー,ティー,,,,0,9
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,,,,0,9
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,9
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,,,0,9
。,記号,句点,*,*,*,*,。,。,。,,,,0,9
あちら,名詞,代名詞,一般,*,*,*,あちら,アチラ,アチラ,,,,0,10
こちら,名詞,代名詞,一般,*,*,*,こちら,コチラ,コチラ,,,,0,10
、,記号,読点,*,*,*,*,、,、,、,,,,0,10
箸,名詞,一般,*,*,*,*,箸,ハシ,ハシ,,,,0,10
まめ,名詞,一般,*,*,*,*,まめ,マメ,マメ,,,,0,10
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,10
あさり,動詞,自立,*,*,五段・ラ行,連用形,あさる,アサリ,アサリ,,,,0,10
歩く,動詞,自立,*,*,五段・カ行イ音便,基本形,歩く,アルク,アルク,,,,0,10
。,記号,句点,*,*,*,*,。,。,。,,,,0,10
いう,動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,,,,0,11
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ,,,,0,11
も,助詞,係助詞,*,*,*,*,も,モ,モ,,,,0,11
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク,,,,0,11
、,記号,読点,*,*,*,*,、,、,、,,,,0,11
女房,名詞,一般,*,*,*,*,女房,ニョウボウ,ニョーボー,,,,0,11
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,11
焼く,動詞,自立,*,*,五段・カ行イ音便,基本形,焼く,ヤク,ヤク,,,,0,11
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,,,,0,11
。,記号,句点,*,*,*,*,。,。,。,,,,0,11
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,,,,0,12
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,12
又,接続詞,*,*,*,*,*,又,マタ,マタ,,,,0,12
、,記号,読点,*,*,*,*,、,、,、,,,,0,12
Ｔ,記号,アルファベット,*,*,*,*,Ｔ,ティー,ティー,,,,0,12
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,12
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,12
一寸,副詞,一般,*,*,*,*,一寸,チョット,チョット,,,,0,12
捨て,動詞,自立,*,*,一段,連用形,捨てる,ステ,ステ,,,,0,12
難い,形容詞,非自立,*,*,形容詞・アウオ段,基本形,難い,ガタイ,ガタイ,,,,0,12
、,記号,読点,*,*,*,*,、,、,、,,,,0,12
お,接頭詞,名詞接続,*,*,*,*,お,オ,オ,,,,0,12
つ,助動詞,*,*,*,下二・タ行,基本形,つ,ツ,ツ,,,,0,12
な,助詞,終助詞,*,*,*,*,な,ナ,ナ,,,,0,12
楽,名詞,形容動詞語幹,*,*,*,*,楽,ラク,ラク,,,,0,12
み,動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,,,,0,12
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ,,,,0,12
あっ,動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,,,,0,12
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,12
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,12
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,,,0,12
。,記号,句点,*,*,*,*,。,。,。,,,,0,12
一体,名詞,一般,*,*,*,*,一体,イッタイ,イッタイ,,,,0,13
Ｔ,記号,アルファベット,*,*,*,*,Ｔ,ティー,ティー,,,,0,13
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,13
女房,名詞,一般,*,*,*,*,女房,ニョウボウ,ニョーボー,,,,0,13
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,,,,0,13
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,13
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,13
、,記号,読点,*,*,*,*,、,、,、,,,,0,13
なかなか,副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ,,,,0,13
どうして,副詞,一般,*,*,*,*,どうして,ドウシテ,ドーシテ,,,,0,13
、,記号,読点,*,*,*,*,、,、,、,,,,0,13
Ｔ,記号,アルファベット,*,*,*,*,Ｔ,ティー,ティー,,,,0,13
なんか,助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,,,,0,13
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,13
、,記号,読点,*,*,*,*,、,、,、,,,,0,13
勿体ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,勿体ない,モッタイナイ,モッタイナイ,,,,0,13
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,,,,0,13
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,,,,0,13
美人,名詞,一般,*,*,*,*,美人,ビジン,ビジン,,,,0,13
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,,,,0,13
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,,,,0,13
。,記号,句点,*,*,*,*,。,。,。,,,,0,13
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,,,,0,14
女房,名詞,一般,*,*,*,*,女房,ニョウボウ,ニョーボー,,,,0,14
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,14
満足,名詞,サ変接続,*,*,*,*,満足,マンゾク,マンゾク,,,,0,14
し,動詞,自立,*,*,サ変・スル,未然形,する,シ,シ,,,,0,14
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,,,,0,14
程,名詞,非自立,一般,*,*,*,程,ホド,ホド,,,,0,14
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,14
Ｔ,記号,アルファベット,*,*,*,*,Ｔ,ティー,ティー,,,,0,14
だから,接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,,,,0,14
、,記号,読点,*,*,*,*,、,、,、,,,,0,14
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,,,,0,14
辺,名詞,一般,*,*,*,*,辺,アタリ,アタリ,,,,0,14
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,14
ざら,名詞,一般,*,*,*,*,ざら,ザラ,ザラ,,,,0,14
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,14
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,,,,0,14
売女,名詞,一般,*,*,*,*,売女,バイタ,バイタ,,,,0,14
など,助詞,副助詞,*,*,*,*,など,ナド,ナド,,,,0,14
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,14
、,記号,読点,*,*,*,*,、,、,、,,,,0,14
これ,名詞,代名詞,一般,*,*,*,これ,コレ,コレ,,,,0,14
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,14
という,助詞,格助詞,連語,*,*,*,という,トイウ,トユウ,,,,0,14
相手,名詞,一般,*,*,*,*,相手,アイテ,アイテ,,,,0,14
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ,,,,0,14
見つかろ,動詞,自立,*,*,五段・ラ行,未然ウ接続,見つかる,ミツカロ,ミツカロ,,,,0,14
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,,,,0,14
筈,名詞,非自立,一般,*,*,*,筈,ハズ,ハズ,,,,0,14
も,助詞,係助詞,*,*,*,*,も,モ,モ,,,,0,14
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,,,,0,14
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,14
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,,,0,14
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ,,,,0,14
、,記号,読点,*,*,*,*,、,、,、,,,,0,14
そこ,名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,,,,0,14
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,14
それ,名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,,,,0,14
、,記号,読点,*,*,*,*,、,、,、,,,,0,14
退屈,名詞,形容動詞語幹,*,*,*,*,退屈,タイクツ,タイクツ,,,,0,14
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,,,0,14
。,記号,句点,*,*,*,*,。,。,。,,,,0,14
精力,名詞,一般,*,*,*,*,精力,セイリョク,セイリョク,,,,0,15
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,15
過剰,名詞,形容動詞語幹,*,*,*,*,過剰,カジョウ,カジョー,,,,0,15
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,15
困っ,動詞,自立,*,*,五段・ラ行,連用タ接続,困る,コマッ,コマッ,,,,0,15
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,15
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル,,,,0,15
の,名詞,非自立,一般,*,*,*,の,ノ,ノ,,,,0,15
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,,,,0,15
も,助詞,係助詞,*,*,*,*,も,モ,モ,,,,0,15
なけれ,助動詞,*,*,*,特殊・ナイ,仮定形,ない,ナケレ,ナケレ,,,,0,15
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ,,,,0,15
、,記号,読点,*,*,*,*,、,、,、,,,,0,15
恋,名詞,一般,*,*,*,*,恋,コイ,コイ,,,,0,15
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,,,,0,15
求める,動詞,自立,*,*,一段,基本形,求める,モトメル,モトメル,,,,0,15
訳,名詞,非自立,一般,*,*,*,訳,ワケ,ワケ,,,,0,15
で,助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,,,,0,15
も,助詞,係助詞,*,*,*,*,も,モ,モ,,,,0,15
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,,,,0,15
。,記号,句点,*,*,*,*,。,。,。,,,,0,15
ただ,接続詞,*,*,*,*,*,ただ,タダ,タダ,,,,0,16
退屈,名詞,形容動詞語幹,*,*,*,*,退屈,タイクツ,タイクツ,,,,0,16
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,,,,0,16
。,記号,句点,*,*,*,*,。,。,。,,,,0,16
次々,副詞,助詞類接続,*,*,*,*,次々,ツギツギ,ツギツギ,,,,0,17
と,助詞,副詞化,*,*,*,*,と,ト,ト,,,,0,17
違っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,違う,チガッ,チガッ,,,,0,17
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,17
女,名詞,一般,*,*,*,*,女,オンナ,オンナ,,,,0,17
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,17
接し,動詞,自立,*,*,五段・サ行,連用形,接す,セッシ,セッシ,,,,0,17
て,助詞,接続助詞,*,*,*,*,て,テ,テ,,,,0,17
行け,動詞,非自立,*,*,五段・カ行促音便,仮定形,行く,イケ,イケ,,,,0,17
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ,,,,0,17
、,記号,読点,*,*,*,*,、,、,、,,,,0,17
そこ,名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,,,,0,17
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ,,,,0,17
いくらか,副詞,一般,*,*,*,*,いくらか,イクラカ,イクラカ,,,,0,17
変っ,動詞,自立,*,*,五段・ラ行,連用タ接続,変る,カワッ,カワッ,,,,0,17
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,17
味,名詞,一般,*,*,*,*,味,アジ,アジ,,,,0,17
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,17
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,,,,0,17
。,記号,句点,*,*,*,*,。,。,。,,,,0,17
又,接続詞,*,*,*,*,*,又,マタ,マタ,,,,0,18
、,記号,読点,*,*,*,*,、,、,、,,,,0,18
どう,副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,,,,0,18
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,,,,0,18
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,18
拍子,名詞,一般,*,*,*,*,拍子,ヒョウシ,ヒョーシ,,,,0,18
で,助詞,格助詞,一般,*,*,*,で,デ,デ,,,,0,18
、,記号,読点,*,*,*,*,、,、,、,,,,0,18
非常,名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,,,,0,18
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,,,,0,18
掘出し物,名詞,一般,*,*,*,*,掘出し物,ホリダシモノ,ホリダシモノ,,,,0,18
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,18
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,,,,0,18
でも,助詞,副助詞,*,*,*,*,でも,デモ,デモ,,,,0,18
ある,助動詞,*,*,*,五段・ラ行アル,基本形,ある,アル,アル,,,,0,18
まい,助動詞,*,*,*,不変化型,基本形,まい,マイ,マイ,,,,0,18
。,記号,句点,*,*,*,*,。,。,。,,,,0,18
Ｔ,記号,アルファベット,*,*,*,*,Ｔ,ティー,ティー,,,,0,19
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,19
遊び,名詞,一般,*,*,*,*,遊び,アソビ,アソビ,,,,0,19
は,助詞,係助詞,*,*,*,*,は,ハ,ワ,,,,0,19
、,記号,読点,*,*,*,*,、,、,、,,,,0,19
大体,名詞,副詞可能,*,*,*,*,大体,ダイタイ,ダイタイ,,,,0,19
そんな,連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,,,,0,19
様,名詞,非自立,助動詞語幹,*,*,*,様,ヨウ,ヨー,,,,0,19
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,,,,0,19
意味合,名詞,一般,*,*,*,*,意味合い,イミアイ,イミアイ,,,,0,19
の,助詞,連体化,*,*,*,*,の,ノ,ノ,,,,0,19
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ,,,,0,19
だっ,助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,,,,0,19
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,,,,0,19
。,記号,句点,*,*,*,*,。,。,。,,,,0,19
さて,接続詞,*,*,*,*,*,さて,サテ,サテ,,,,0,20
、,記号,読点,*,*,*,*,、,、,、,,,,0,20
その,連体詞,*,*,*,*,*,その,ソノ,ソノ,,,,0,20
Ｔ,記号,アルファベット,*,*,*,*,Ｔ,ティー,ティー,,,,0,20
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ,,,,0,20
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ,,,,0,20
、,記号,読点,*,*,*,*,、,、,、,,,,0,20
変,名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,,,,0,20
